alpha,candidate_id,family,feature_control,fit_domains,lambda,method,model_state_sha256,ndcg_10,next_action_regret,outer_domain,parameter_count,representation,role,selected,stage,validation_domain,validation_specimen_count
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,8f8328dd167aabd58ec50d577c281d33f58c205f301caa45cafbddca5e234663,0.6221880643733367,0.012017345824832637,cgtnjyggtm,33633,GLOBAL,source_validation,false,HEAD_INNER,ykhs7s2dck,38
0.1,ridge_alpha_0.1,ridge,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,e66bef16b28ec08faa62e27465cfe67d30e226b64b816dcc5d351b4a111e5f77,0.7273632038888971,0.009169728385922483,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,74t7kcdgkr,45
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,62ed6a437970a12af36db9320c14b53694c7e767d43154e836a3ba48b8d12b96,0.6774758294421073,0.016148003981360733,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,w68dtmpfyf,43
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,4283ababf69a593c21732f017ce7967103777f8a68ec615c7f8a19d8e5567273,0.7016744580942342,0.020735794888977564,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,8c937d662aea3a0a3c05b0a4a65ba4bf34e97fb8e35040df67cc25d66dc5c556,0.6973079162630617,0.016915787857536328,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,yfxyg8jm46,42
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,737fd82ff5224b9da7ef885bb1adfed0f388f61e2ba2627eeb4e5a00d266f662,0.696059463142603,0.0104227037276358,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,ykhs7s2dck,38
1.0,ridge_alpha_1,ridge,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,b1a647aca6c393566c4fbcd771cc27def30d18dcbbdf71ee976c95e9bd151c88,0.7273632038888971,0.009169728385922483,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,74t7kcdgkr,45
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,09ba0937f4d1c6f36b8de2afc119bd0c693d073fb77e752ef08c3ae42839c496,0.6774758294421073,0.016148003981360733,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,w68dtmpfyf,43
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,b179a09706de9fbc2efdfe0845ae22bb69c7a57ab2dd2e4e41b031da4d12bf05,0.7016744580942342,0.020735794888977564,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,491387749054188a831ef1d15222682dcb9a1b1420f15c25cad131a0139120b8,0.6973079162630617,0.016915787857536328,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,yfxyg8jm46,42
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,23c9b9824c770d24adba562ae10eb920fdcab4a54846ccaaa6d0ec85fd94dd33,0.696059463142603,0.0104227037276358,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,ykhs7s2dck,38
10.0,ridge_alpha_10,ridge,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,89c891e28252b2b5a11c0325e9eedfb9e66739dd50b7e5ce4caa6a4a594d772d,0.7273627973594102,0.009169728385922483,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,74t7kcdgkr,45
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,922e96bb1bc8df61394920a44109b3c7b2942a0f64d6ceaaeeea280f6f1ae560,0.677465931082373,0.016148003981360733,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,w68dtmpfyf,43
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,cbbb4e88ab2e92dbeddf4ddad32ff6aa6fd4516028f6d94477a022fedfa0a198,0.701672416575197,0.020735794888977564,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,73769ae3b69ddf006f5bf410cd7b6a44b75b83e21c2b7fb4d53457fa04d6150d,0.6973079162630617,0.016915787857536328,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,yfxyg8jm46,42
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,6322319afcc683634dab345aa177b620fda0281aaba98b2ee645f20985829803,0.696059463142603,0.0104227037276358,cgtnjyggtm,1034,GLOBAL,source_validation,false,HEAD_INNER,ykhs7s2dck,38
100.0,ridge_alpha_100,ridge,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,6840ecef8681aafe4c929838992f308484b123c32cc8c6416d18a6c3453bbc25,0.728826087812606,0.009169728385922483,cgtnjyggtm,1034,GLOBAL,source_validation,true,HEAD_INNER,74t7kcdgkr,45
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,43b322ed0de2cdae1da1f6cbf09e20745dc0b194b5cabdddb5c08bd136b00602,0.676938857162776,0.016148003981360733,cgtnjyggtm,1034,GLOBAL,source_validation,true,HEAD_INNER,w68dtmpfyf,43
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,b20bd7bdc6ecab85c551112071423c8b07e5b1d9b910501b7082d73822f72c96,0.7020005866307992,0.020735794888977564,cgtnjyggtm,1034,GLOBAL,source_validation,true,HEAD_INNER,xcmzfsbd9t,59
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,6c592df46e73e651b9b6171bcf8343f0da3293e08facb34667631dd92a10deea,0.6976103111136951,0.016915787857536328,cgtnjyggtm,1034,GLOBAL,source_validation,true,HEAD_INNER,yfxyg8jm46,42
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,86764a22b8f9f0d5283eb4a1e740430bb6c0b8c000cad6159adcc406792df363,0.6961223036881371,0.0104227037276358,cgtnjyggtm,1034,GLOBAL,source_validation,true,HEAD_INNER,ykhs7s2dck,38
,mlp_smooth_l1_32_16,mlp,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,893547488a0c308436b7c0ded27c736bfed308059f1fb5bba1d94de8494bbc9a,0.5922942619939495,0.014290386805922073,cgtnjyggtm,33633,LOCAL,source_validation,false,HEAD_INNER,74t7kcdgkr,45
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,72e91ff3f7fcb0214c8bb136e241f7d52170a774dd86780c40b32853ce47e073,0.6637742066865392,0.015276865072021471,cgtnjyggtm,33633,LOCAL,source_validation,false,HEAD_INNER,w68dtmpfyf,43
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,d46406920d92daf3b8806b504402dd8a65294a0bbb1640aacf76c68d99d8144a,0.5828210319047518,0.022591005220629144,cgtnjyggtm,33633,LOCAL,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,926d80b0c7e210bfe5423887954a276e0ece4aa58e826998514d8a7f3567f4c7,0.5804918153238617,0.02188447109716308,cgtnjyggtm,33633,LOCAL,source_validation,false,HEAD_INNER,yfxyg8jm46,42
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,cc6307f15787c3c5be7c6e678bbe344cfd2c65958248b388bd60cae9a1c9f3ca,0.6476858736018879,0.01365452862550112,cgtnjyggtm,33633,LOCAL,source_validation,false,HEAD_INNER,ykhs7s2dck,38
0.1,ridge_alpha_0.1,ridge,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,7755de206d2f2485464998dfe2aec5679e7d0fc9590cb210bbc797a0880af10a,0.6781638395802226,0.007971140841183846,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,74t7kcdgkr,45
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,53188e0e5a8eb2ff5bd9076fdc86db0572ce38356ae95a02eea30d23a8fefd08,0.6919860297765509,0.01422328001677765,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,w68dtmpfyf,43
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,f43580786679a11f87991df27407a89b81ba2ef2cb22817b94aa5590966d5869,0.662858595611105,0.02034527718600635,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,601929a692a30abded50ab42d2d3dd3f0b856f6bce24226222dd50a76efe587a,0.6313098683023866,0.017381266731424587,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,yfxyg8jm46,42
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,8646f7573d33b2c57a519cce6dfa8ffe28fc0bf2492ae73830b2afe337fe0965,0.6828356981639809,0.010269152216435063,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,ykhs7s2dck,38
1.0,ridge_alpha_1,ridge,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,d10bb1e70b2b2647595a9f50707cb72220e0d31946d1b97758fa5634fb92820f,0.6781159121264287,0.007971140841183846,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,74t7kcdgkr,45
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,2971233ed3bd59d1b6ba97163628bd7b118913eb7b7bd735267b842ec6acac1d,0.692078127603437,0.01422328001677765,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,w68dtmpfyf,43
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,31677291257fad600b057a4ba32602817ace647639c4adde08e047a84065d103,0.6629752987928226,0.02034527718600635,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,2021a9663e24f5a3357d8d0d3c82c8dc7096696b8ddf9218df753a9f02b90f46,0.6317378675971129,0.017381266731424587,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,yfxyg8jm46,42
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,9da23c1b058957e2ebaa1dad04d6e0dfbbdc07493d77d2f3bd22cd8aa660f62c,0.6826172066591795,0.010269152216435063,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,ykhs7s2dck,38
10.0,ridge_alpha_10,ridge,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,d6c90aa572e2db6b31d988fd164421156dd6963d520f9d1105588fca400b005c,0.6772590288164825,0.007971140841183846,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,74t7kcdgkr,45
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,7feec278ed374eba1a22cffdb81e57de535c1d203ce7f4f25c3ca2662c3d7083,0.6922686820987631,0.01422328001677765,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,w68dtmpfyf,43
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,cdbeffe509d72945c32daa460d415814408c6000c2956cf1f71f326eb3f164cd,0.6650666767938344,0.019603091574809564,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,d00dc4444ec650ae726dd4d93524affd3dc63841f5c364b3aeae77ff09a3cc8d,0.6333477280337075,0.01743661367405277,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,yfxyg8jm46,42
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,777e245dfd5aaf5a93fa0b0415a38691591ccec5bdbbd5b6850ab8d918efccd0,0.683629853122033,0.010269152216435063,cgtnjyggtm,1034,LOCAL,source_validation,false,HEAD_INNER,ykhs7s2dck,38
100.0,ridge_alpha_100,ridge,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,53c275dd8cd96feaf6d010db6f0d853e1bc817f051e8ddef20f017a402d4430b,0.6832292053169035,0.0077761126935021255,cgtnjyggtm,1034,LOCAL,source_validation,true,HEAD_INNER,74t7kcdgkr,45
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,32d6e9a1ba5a8250f7b046f85afc4a37c841db92f4bf6f683688b8ddb42d9d15,0.6955221472600963,0.013653607850490381,cgtnjyggtm,1034,LOCAL,source_validation,true,HEAD_INNER,w68dtmpfyf,43
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,c5a05e0ab50e92ba88019abbfcc3664731ccadd9616084c495be144331c51a5b,0.6654357450811356,0.020114248636225525,cgtnjyggtm,1034,LOCAL,source_validation,true,HEAD_INNER,xcmzfsbd9t,59
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,3bae574d992906c36dcf8e1931f41f4e57e70a8ab4e8b74696b03c551e26b446,0.6338385510021897,0.01743661367405277,cgtnjyggtm,1034,LOCAL,source_validation,true,HEAD_INNER,yfxyg8jm46,42
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,cf8609cbb66f04f0406361f63aeee1cf8fa93588b64f074677c5a1009cfec135,0.6821646920318809,0.010599424642262802,cgtnjyggtm,1034,LOCAL,source_validation,true,HEAD_INNER,ykhs7s2dck,38
,mlp_smooth_l1_32_16,mlp,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,67c2030d295f1f44f6920b07e1486fd072f6d994c04db4a041ebbe587e1e016e,0.6456718369286846,0.012465046794684218,cgtnjyggtm,50017,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,74t7kcdgkr,45
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,9ba160ca00192d613d1e79966c116ab992c919399f4c37464ed65dca6b0dab3a,0.6967641289887226,0.01402796762300461,cgtnjyggtm,50017,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,w68dtmpfyf,43
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,4b0f334a4d1b3f670b44d13544c0f037107171efdf683b45dad5e2721addc923,0.6340722693801522,0.020151570398699636,cgtnjyggtm,50017,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,a41b1765ec4143cdc3041b1e838c5a0cd8751d63adb831b23c970fe18ca7996c,0.5777547899651669,0.020207002971821996,cgtnjyggtm,50017,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,yfxyg8jm46,42
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,89c59e9798ec3f88b89490692739b577af9a9b98adf749087dc3aab046241f76,0.6466187717058284,0.012770508902693673,cgtnjyggtm,50017,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,ykhs7s2dck,38
0.1,ridge_alpha_0.1,ridge,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,89768d1115e81d4804a2b14acb603f4636203279fc5176ae540a419b30259f6d,0.6781638395802226,0.007971140841183846,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,74t7kcdgkr,45
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,e7849882fd8996e8e4da5b2c9bae73d01c9268ee47e17e170bab05fa1fdb3f36,0.6919860297765509,0.01422328001677765,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,w68dtmpfyf,43
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,bbd2cb1bb5be116254b1cb619ef29158711818dfc6c5164a589c19c288741d50,0.662858595611105,0.02034527718600635,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,9c497679aac47c7932783e3731fe63b80945ad7e7c026623e3efd4f353915792,0.6313098683023866,0.017381266731424587,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,yfxyg8jm46,42
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,17e45558499c0ed8e7723ef074e572240437dc72a98c052ec8e2784f5dee3ff8,0.6829078593252935,0.010269152216435063,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,ykhs7s2dck,38
1.0,ridge_alpha_1,ridge,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,eb52c81d57b1fb60cc00c9fb6b46043eea26d8a1e10ad2d587393d0b60c6fc15,0.6778781835389763,0.007971140841183846,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,74t7kcdgkr,45
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,6781f81b15de05b7b809782611d8ae4a11556ab9af81b1fc325f9c6d09fa7fbf,0.692078127603437,0.01422328001677765,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,w68dtmpfyf,43
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,8538fafab96437a87b9e47499973f866874ceb2d6e4aeb9cd200031c7c8828dd,0.6629752987928226,0.02034527718600635,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,aa10fde31e686ce061d7965657f50f9bf1f6e6cc80a4992db9376ed5e37bc164,0.6313098683023866,0.017381266731424587,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,yfxyg8jm46,42
1.0,ridge_alpha_1,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,f6a51f790f61fe34dc2a94818f93a232e28b7263e743ceb50277a129099d1647,0.6825913731631729,0.010269152216435063,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,ykhs7s2dck,38
10.0,ridge_alpha_10,ridge,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,52ef957154b38d98bb1a41e89b25345161517ef5afd79f13f1dd6b309aee9819,0.6777448532078243,0.007971140841183846,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,74t7kcdgkr,45
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,6771e317a1d79cec436ddac8e3740c66f47d496dec8dbcf05c131be7bd68304e,0.6917249888083625,0.01422328001677765,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,w68dtmpfyf,43
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,42cef541153cbb335ed102c73aef35b008edb0cc28503b23f3df49763aae0c62,0.665168995776583,0.019603091574809564,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,cf7c41485e8b917d3821ef4323428330fbf7af2b93a8da197f29e9a1fbec10c0,0.6330347846747699,0.01743661367405277,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,yfxyg8jm46,42
10.0,ridge_alpha_10,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,79f6a62f02e5a8c1851625671962f4f47c90933982ffcee15bb6c63080e79901,0.6838685467759814,0.010269152216435063,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,false,HEAD_INNER,ykhs7s2dck,38
100.0,ridge_alpha_100,ridge,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,6b76fdedb5a14ad172348576e2ec09d6d4a059ba1f1d82070c491508a082c2ea,0.6830648566394505,0.007880304939132629,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,true,HEAD_INNER,74t7kcdgkr,45
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,e8eb59ba7b7639fa9a351ca364e16bda816029d76ceee5316a566e8c4d3f6701,0.6948723627405687,0.013735664207375504,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,true,HEAD_INNER,w68dtmpfyf,43
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,6c69c77aaa577193a212a079ea5e7267914a61e639440befb9fe99eeb76d4c2f,0.665788432227323,0.020114248636225525,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,true,HEAD_INNER,xcmzfsbd9t,59
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,7669c9554dc7572cc526ee420466d4afd0422c0702880171b7f2b2c9aba9d2a1,0.634636934564089,0.01743661367405277,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,true,HEAD_INNER,yfxyg8jm46,42
100.0,ridge_alpha_100,ridge,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,b83192af1d16734ee749a224f45f1f647f99339c3cad3e349e037ad3de73cf6e,0.6816302465804429,0.010599424642262802,cgtnjyggtm,1546,LOCAL_GLOBAL,source_validation,true,HEAD_INNER,ykhs7s2dck,38
,mlp_smooth_l1_32_16,mlp,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,ab0a75f067a07e8f69a6f712e9e1eda72d3e641689a180e93db01e323ffdd6ea,0.6445212741936125,0.0106179610860063,cgtnjyggtm,17249,OLD,source_validation,false,HEAD_INNER,74t7kcdgkr,45
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,2aaaa11f58e7b8fd578eda0001a61d98d39da63e29e7aaaa2c53e1b337e335c1,0.6772536364974456,0.016100492142209686,cgtnjyggtm,17249,OLD,source_validation,false,HEAD_INNER,w68dtmpfyf,43
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|w68dtmpfyf|yfxyg8jm46|ykhs7s2dck,,,fc67cec9a2b1e2d0e5dcf87841d75bfe3e04a53a10a6bdebd5c562bc735caae7,0.6037798098839167,0.02366161738171811,cgtnjyggtm,17249,OLD,source_validation,false,HEAD_INNER,xcmzfsbd9t,59
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|ykhs7s2dck,,,8b8bd5b5a86c202a4f97c85b259e84cc281d7eaebef37f5f8643e13550e07ab5,0.6091865162380687,0.019529114550867744,cgtnjyggtm,17249,OLD,source_validation,false,HEAD_INNER,yfxyg8jm46,42
,mlp_smooth_l1_32_16,mlp,correct_registration,74t7kcdgkr|w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46,,,05b0f9d9562a71d0b5040b8e8fad5aeff8de3c715adc46d5fc1c68b24760bdf5,0.6696824919790086,0.010603327525627987,cgtnjyggtm,17249,OLD,source_validation,false,HEAD_INNER,ykhs7s2dck,38
0.1,ridge_alpha_0.1,ridge,correct_registration,w68dtmpfyf|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,f9fb1fe0b20d90711341d55113e78687e25ed4c1b04ae89ca11b5dbbd8e76f5d,0.7273632038888971,0.009169728385922483,cgtnjyggtm,522,OLD,source_validation,false,HEAD_INNER,74t7kcdgkr,45
0.1,ridge_alpha_0.1,ridge,correct_registration,74t7kcdgkr|xcmzfsbd9t|yfxyg8jm46|ykhs7s2dck,,,3de7501b0439db9ac9789c1327be1edc54b65fccb703846db896e4dbe43d2f64,0.6774758294421073,0.016148003981360733,cgtnjyggtm,522,OLD,source_validation,false,HEAD_INNER,w68dtmpfyf,43
