scope,outer_domain,nominal_checkpoint,metric,control_scorer,direction,estimate,bootstrap_mean,ci95_lower,ci95_upper,fraction_above_zero,bootstrap_replicates,seed,fraction_below_zero
domain,w68dtmpfyf,0.125,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.0005342180654035008,-0.0005340081716246429,-0.0009560900397384004,-0.0001143979116887725,0.0058,5000,20250826,0.9942
domain,xcmzfsbd9t,0.125,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.0012006493766226266,-0.001196308448000044,-0.002929921649699063,0.0003522693789958922,0.068,5000,20250826,0.932
domain,yfxyg8jm46,0.125,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.0019918774221179543,0.0019850011184160466,0.0007986503203957216,0.00325616634206484,0.9998,5000,20250826,0.0002
domain,ykhs7s2dck,0.125,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.00008320714233816447,-0.00008554348861800068,-0.00024687107076939616,0.00007062970369285391,0.1366,5000,20250826,0.8634
equal_domain,__equal_domain__,0.125,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.00006482214469947057,-0.00006970030533661156,-0.0005144111844265962,0.0003636716627903244,0.3874,5000,20250826,0.6126
domain,74t7kcdgkr,0.1875,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.0007497416792109255,-0.0007554139611936763,-0.002077778176070774,0.0005332867925031687,0.1272,5000,20250826,0.8728
domain,cgtnjyggtm,0.1875,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.00011315056910549465,-0.00012347310047994303,-0.0009695884703148389,0.000694256254842074,0.3868,5000,20250826,0.6132
domain,w68dtmpfyf,0.1875,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.0006909719107263774,-0.0006914308396790878,-0.001203060886645439,-0.00019499437672424355,0.0022,5000,20250826,0.9978
domain,xcmzfsbd9t,0.1875,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.0013739100622273232,-0.0013732081321623125,-0.0031010861202341307,0.0001982714896649458,0.0468,5000,20250826,0.9532
domain,yfxyg8jm46,0.1875,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.00211131676387002,0.002106134625494815,0.0008198423175136577,0.0034436395193167594,0.9996,5000,20250826,0.0004
domain,ykhs7s2dck,0.1875,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,0.000010632950081512201,0.000010911288771584391,-0.00010330899686961292,0.00012799927433990516,0.569,5000,20250826,0.431
equal_domain,__equal_domain__,0.1875,utility_advantage_change_from_initial,dynamic_shuffled,positive_favors_dynamic_real,-0.0001343040845530981,-0.00013774668654143666,-0.0005905306021996696,0.00029738681978728435,0.282,5000,20250826,0.718
domain,74t7kcdgkr,0.03125,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,cgtnjyggtm,0.03125,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,w68dtmpfyf,0.03125,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,xcmzfsbd9t,0.03125,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,yfxyg8jm46,0.03125,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,ykhs7s2dck,0.03125,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
equal_domain,__equal_domain__,0.03125,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0,0.0,0.0,0.0,0.0,5000,20250826,0.0
domain,74t7kcdgkr,0.0625,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0015499852744494827,0.001535095583821599,-0.001987263114909327,0.00516450158737186,0.7978,5000,20250826,0.2022
domain,cgtnjyggtm,0.0625,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0032756029196209123,0.003284455111265923,-0.00013445617351454076,0.006934847048477345,0.9698,5000,20250826,0.0302
domain,w68dtmpfyf,0.0625,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.002064117618382751,0.0020527728925983394,-0.0026873266485210458,0.006822027176431801,0.799,5000,20250826,0.201
domain,xcmzfsbd9t,0.0625,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0008569926982730856,0.0008725018398760684,-0.002981678594669522,0.004794596516934998,0.6706,5000,20250826,0.3294
domain,yfxyg8jm46,0.0625,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.004507110138672742,0.004476036169929988,-0.00009564438801965994,0.009213646004820322,0.9724,5000,20250826,0.0276
domain,ykhs7s2dck,0.0625,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,-0.002594943326818873,-0.0025682353902335537,-0.005319191458229275,0.00020800676229959985,0.0366,5000,20250826,0.9634
equal_domain,__equal_domain__,0.0625,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0016098108870966836,0.0016087710345430608,0.000011959230509785464,0.003185864283312197,0.9762,5000,20250826,0.0238
domain,74t7kcdgkr,0.09375,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.002102102541570644,0.0020792755508447797,-0.0020233847125276584,0.006494013543088839,0.8282,5000,20250826,0.1718
domain,cgtnjyggtm,0.09375,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.003565877458981497,0.0035727586469563137,-0.00015550560891576607,0.007630203961854145,0.9696,5000,20250826,0.0304
domain,w68dtmpfyf,0.09375,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.001206071798589019,0.0011920449261239043,-0.0038375733724032067,0.006294631012210244,0.6814,5000,20250826,0.3186
domain,xcmzfsbd9t,0.09375,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0007581061015168577,0.0007892398344346805,-0.0033519056621718244,0.004900150693435169,0.6428,5000,20250826,0.3572
domain,yfxyg8jm46,0.09375,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.004063479123825603,0.004034738847815271,-0.0007428761494420361,0.00911162022114015,0.9508,5000,20250826,0.0492
domain,ykhs7s2dck,0.09375,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,-0.002835032369544509,-0.0028171758591943943,-0.0057323820443557615,0.00022418518291750767,0.0334,5000,20250826,0.9666
equal_domain,__equal_domain__,0.09375,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0014767674424898518,0.0014751469911634255,-0.0002689722386766112,0.003211633766903443,0.954,5000,20250826,0.046
domain,74t7kcdgkr,0.125,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0027852312715017876,0.0027659933159967414,-0.001803750865860305,0.007653300425915845,0.8684,5000,20250826,0.1316
domain,cgtnjyggtm,0.125,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.003502128194531276,0.003510350681828257,-0.00030743933938958345,0.007599384376781966,0.963,5000,20250826,0.037
domain,w68dtmpfyf,0.125,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0002872511127755481,0.0002745752300311129,-0.0050005683943809874,0.0056385029194917086,0.5294,5000,20250826,0.4706
domain,xcmzfsbd9t,0.125,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0013527030201377934,0.001385597586605607,-0.00306879893222511,0.005857927473115611,0.7224,5000,20250826,0.2776
domain,yfxyg8jm46,0.125,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.00351247560331638,0.00348473687860092,-0.0014014750001857003,0.00860825729576878,0.9152,5000,20250826,0.0848
domain,ykhs7s2dck,0.125,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,-0.0029963516439185218,-0.0029801164770157673,-0.005959402749252392,0.00012784226323646033,0.0302,5000,20250826,0.9698
equal_domain,__equal_domain__,0.125,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0014072395930573775,0.0014068562026744785,-0.0004809613309586244,0.0032398564713544396,0.935,5000,20250826,0.065
domain,74t7kcdgkr,0.1875,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0027194364742559743,0.002695083662699625,-0.0019506031787225827,0.007767449015025676,0.8604,5000,20250826,0.1396
domain,cgtnjyggtm,0.1875,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0028717236862667115,0.002883485895500408,-0.0012979199112027032,0.007274226678271425,0.9106,5000,20250826,0.0894
domain,w68dtmpfyf,0.1875,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,-0.0000822444769983709,-0.00009408829313621406,-0.0054077829930938084,0.0051745330091387135,0.4794,5000,20250826,0.5206
domain,xcmzfsbd9t,0.1875,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0015061870720166814,0.0015263634222507684,-0.002829609230987102,0.005957736949574202,0.7454,5000,20250826,0.2546
domain,yfxyg8jm46,0.1875,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.003282423741648558,0.0032579522889833704,-0.0018791404897581588,0.008616837903899425,0.8852,5000,20250826,0.1148
domain,ykhs7s2dck,0.1875,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,-0.002867152842967854,-0.002851041733844776,-0.006095272683980482,0.0005027652333055673,0.0496,5000,20250826,0.9504
equal_domain,__equal_domain__,0.1875,utility_advantage_change_from_initial,static_m1_o2,positive_favors_dynamic_real,0.0012383956090369502,0.0012362925404088634,-0.000702648959458601,0.0031058664024044115,0.902,5000,20250826,0.098
