specimen_id,dataset_id,height,width,native_count,source_image_sha256,decoded_image_sha256,policy_context_state_sha256
q24-49,cgtnjyggtm,674,675,454950,3db90c9f51d95c34820d9233395cf58473fde477367f3b30363efa565a6dc400,aebc2885a5e133e4223782da393bdfe955abcd4bcd3f323096bc6385b37bd782,cdc198b7fd8bc88e51de77305f492d03352beaac97466b60d4f2e3e1b07807f0
q24-50,cgtnjyggtm,674,675,454950,7186613586d221bcb3c009e0559d2dea5c95deabd1c87fd33ad69b7228e4550c,e0a25bb4eab366a768e5ec847b0b1a507ae695bd0fae4a6547cabe784a67764d,7b12bbf0ffc10135dd063c71905d16c499aed0823f79565559bfea2a5e0f623d
q16-1,w68dtmpfyf,674,675,454950,4d313ddf25ee7d156b42811c79d08cf6b7aebb5b2e54de2c2d077e0e93523bbc,7b3a64aa0a9e40a86f37dedf3e67f3dedb710389ae323e88efe697c4bd72ced7,83104f562cdc78f94ee3099173af8ece339941dee949b4844604bf7cd8a0a9a0
q16-2,w68dtmpfyf,674,675,454950,545f7ec77650e7600917ba62b8756945c92d06e0601b48086ba0aa2e1c76f98c,2aab15918c534abe2233cdb47f45cf9c55d0df0e1c17a6f64a808f55449f39f3,ce3d3dc8763e7f518a01c8c49053265cc415ffa5528ec5467c38132f066e3d89
q16-3,w68dtmpfyf,674,675,454950,d8bce00b811b8a9c284ce88f989689032ebf98a72841c8943af5a57f085fd0e8,6bb2509e2e6f5f1e64ef1e642efaa0842223169dc119a9bb43592178f029c7fb,5f96a105996fd67e6c93f0f196d697cef267684e5f27a127bac2f3529bbc92c9
q16-4,w68dtmpfyf,674,675,454950,20b2a0c355cc62177e2c18da13c3ca65f22c5bc8e6e93a29ed96f0dd924031e4,a48a6bf5fa842ed6d22965e0534c7903cd1e0e14a48c4fd61622c1679208b2a2,d72080526607cef89cd61881a11ac2937b337435a962a450685ce258f732cd44
q16-5,w68dtmpfyf,674,675,454950,285457c4b818268380ae326ec65b300eb262a45faf1c8cb1047a7c54836219ca,8f0a77d701a5e08f1c70121296c1cb9099bc220d96d894295c7e37fad8f461c9,09d32949dc9e38c4100a6898bec6fd6118ef9febd6650359ac9bc79166b5b8bb
q16-6,w68dtmpfyf,674,675,454950,bf9b2f864289c8b07d8df28e31bab74cfddcb9a04683aa9d7c3b00f3e7a2572e,f12e2d8d062ad12c8047af9b9b00e2b05729e88f3673358666c1256bd28ebb83,2cb932ef5822d7bf3bd187db927547ce11ec25b3bb79263d209f9ba1797522fd
q16-7,w68dtmpfyf,674,675,454950,d4d8f534176be7a86b6b65c012c1c6b2217d305cb4af9698ea98cf37c6220522,3e0afc4297956cc9d099c584cd347d3568caa82d41323fe384cd4a89aa1fe883,91aa64f606c9766a3145f2dbe147cf1407a2cfa6004d9ad143b4cea7addc0a93
q16-8,w68dtmpfyf,674,675,454950,8751cf3ccd04345642f6d65b1224c077815fe0f1e971f1f32c3f49b294da46e6,8b0f153c01aae3c67e09a27c1908f1966e19e8c372ec1e707e5ad971a973d7a8,9ac311aaf757ce1cab36d4232e9223f9a38b4f5d3a997bdde7c30c6b49c32628
q16-9,w68dtmpfyf,674,675,454950,0d1529616f897952436ca62733d41e3421635a9fb605f1e7422b2773bcef89d5,c51e12642039d5ff7d95c1a57512e2e51441d21ff52f5cf5901ff4355454c025,f53609fe47cd0df439e756f118ed3ef4cfc505182518ef6e71934512ba6ccefe
q16-10,w68dtmpfyf,674,675,454950,1f11b5275774f20a3cc4fdf646e01d1e1d48d8702d51befef9afe3d36dcdaf87,9e94da6dea50166105360de63096d7ae2b2c682e0fc5bea704c5f56a92f52077,e594285a484e5e572ada94bcab155f9b293a56c5919c6f8fdceeb3fec3c63a82
q16-11,w68dtmpfyf,674,675,454950,85245d7522f4af0ba94dcc3ab92082576e79ffe2780b602fdfdc88619b2d4526,c3108b6550ea4238f10cce6172b49bc23a5f26030891b5c499c2a819f835f725,6ca3012cda943757d3a5e52815e7a9e00fb9e4d44ccbaca68649c6233745fd12
q16-12,w68dtmpfyf,674,675,454950,b98d5e0a5eee421669a6924e30940a7e92407b2a6c102ce0199d2f8a9bd8d426,0e442b6624a5273aafdd76112f5995f92c8fc69fdc32c1fcf5fa00c521c01e4d,ee3d9e29a41c11f2c411a10f9283b99108db0888913c393716a30ff69df73fa1
q16-13,w68dtmpfyf,674,675,454950,3b0935b08f7fe85d600aa20ce08ae7b8a47664e7b956139b3a918a0e814548f1,5afb906e17969e3fa1915914fa6b7137cb953c0d3c83d1c7588277986b9027b5,a3c408b1e8257d076295283caf73d06f84056223b29cbb03c4d66d2a55ae1648
q16-14,w68dtmpfyf,674,675,454950,66ce1337c8081cf89c1124186a62febbc902ee337bbd476e7c27750135e82483,dda15c7cba10c8a0d932961048487e8b5be6927a2cdc826ad2761550c058ce53,2e1eed28a3bd48963e288b9d974739096c42792efb5481dfd77baf2a3c144b1c
q16-15,w68dtmpfyf,674,675,454950,a8be252461882d620ca7d7464a3dfc6e3ae72e8f2ac343f824b841125b8799ae,b49699cb20d9f55a05956af6cad6f844838c4e53bd92f8aedd5c8b08f86a5710,0071e9b21403d28ec6a5a693e0d2ed8380780da4d5c061d4178a78c2a6206f72
q16-16,w68dtmpfyf,674,675,454950,fa0461c62287126d5c3effe4c21403b0ebcd13d568ae2bdbf8d22c159e5d30b5,f47d62883c28cf237b932dc32187e739a9d0302c3787e846cf36a19195df8c84,7fadb934e73749d6c2c5002f6d74ee1cea1674428c612f33e1f0a67819e66ae2
q16-17,w68dtmpfyf,674,675,454950,ce71ffa29a4fe161b7786033e21ae247445063b529c377ffb501877d580bbb55,1857fceca2e22b589fcaf021bd20181d225161bd88ee6bf00241fd56d23e96e5,650db1f3108c2d86434642cd8464cf9789cf8c91e2293eb2b7aebf97d630a0bf
q16-18,w68dtmpfyf,674,675,454950,012712bfb8b4f61686a347f85f8f2128cc980a4213525518a739ebde727610cb,d0970eaa8b97cff79015ca11d34d7bdcab2431dc55f39ec5f06379fc7ff8b352,cb8f72fe1bf38ccb76ac64a604371c1696d6ac44c97ccaa8dad37a058e601f3c
q16-19,w68dtmpfyf,674,675,454950,e0a3fcc0182080a0024860e1fc5c2e07b1dd643f2c501983a816d01c2a6bc90d,327542eb25fecf84f6c46bcb0714bf160faf0010b15c8fe789c748e8ceac00d7,0bd9dce175af02f76c4a9cb3fb3c8b1941accf7a4603a3c3c1e7f1081798067f
q16-20,w68dtmpfyf,674,675,454950,246e67ee3296460b30d842d83a10251dd0d1b4a5a12ea3397ce39c9c692b4926,65691f008657044c96dbaf13c17ac7c1accc1603901123a8643ca409d0cbd5d9,ea257a87b3469219b089377a7a9d2a441b52f76a77c62a546402ce198e030f0b
q16-21,w68dtmpfyf,674,675,454950,5c956b6a9137aa39d82d11791718c22ecabff5d76b0ac3ab3792cb9d31380de6,da9b45f33eed4640fd35f61bc16175922d5e53f6aaf179856f4279eca981ca60,964431df99f0183d87a05dc2663bdcd8fac176794acea00594d6b2bf171e1726
q16-22,w68dtmpfyf,674,675,454950,3df90b070aec083cfed49564d6a99c4dd2d19fe10c0935abc1530a7f7353f2e1,63342f5749c9b7b27107a29eb70fb9222fe94b5779744a1c93aa3c38e1c4415d,2600e88f3016a4d6fffe9959c69a190de4baad856f4f7dbae2c614df2a44ce53
q16-23,w68dtmpfyf,674,675,454950,54280b5fa0746ea5745c159f4cf25b457037f40a92580c89cf81eec3db4838ab,04a7a90fd8bfb4c77c7816a6b664a39ff43f2876e38183cf040f71a31a219604,79fd29df4a8b92a62926b226a81fdb555e3357ad137a78f1fe3faaa37fec47e7
q16-24,w68dtmpfyf,674,675,454950,be215c3064003df36b6d6362f9598df9a8f9ddd37bcb98f5bd54e68889dedb32,85b2b0c673428e19525b8f855d862b0354c9d792de965aa2a95ceae7c97deef7,3c0296f9db3e5553c3a7a07e3eca4a28a4d8610f0ba6742d8092d69407a5ea7d
q16-25,w68dtmpfyf,674,675,454950,b90cd5288cefcf9e9b4a3e23e2cbd9ce5c0ec34bdfb4d9ad7b3d589e13b42897,48172e5e8f5d0cd0c1fcfc1d5c4dff3f02220e99bb591978f1c8ec9ddd562bc5,055cbc998f2d15a23bf5a4dc2ac0bc03fde88a2e22bc0ab7e041544244db357d
q16-26,w68dtmpfyf,674,675,454950,2049fad0b92ac0cc87bf990bf967e9ed3c93810b5d476fb8b0cc36b3395a9b0c,f703e7819e0a03081ed3fe757f7990eef30a21729a0de149c2cd7e2eb5fb6c4f,95b41d9108adc4a2bfafca42f2263cb34f57620888b154c61486af96b8e4fdcf
q16-27,w68dtmpfyf,674,675,454950,5dcb5dfedd498e7c401b7422612916c9557a09692c4d3424c5b83d5c81547903,2c838f581299fbc2f6665864dd03b03e157d13aa2f2a61f3c8c901f540c63117,e7a0a799ccec78697c5e348f27b567b49c070313a25b1471de547c105e80cd30
q16-28,w68dtmpfyf,674,675,454950,82dfd10222c01151611b865547dfdc0f19dccf6639ed7073aa637d9c7b9bed02,c6629ee132d5c8c20ac6ac03cafc22f0b8d812bfd2905d1c13473f3500f68a0e,cd4851de60b3302d159b49c83c3df3a9f54c8d9f0c883b9e46f9b0ab483e9f2d
q16-29,w68dtmpfyf,674,675,454950,4d49fb7db9fc20d7645d297568774df3178c060bb991275f42b0a92cee1d5064,1492066f57f1513c57500108c77ccd09a967274c2e5b9d80445f2ac63c952456,13616c56599ee09d39186aa734bb7e277ae66773ee1474834016c7e0b63d646f
q16-30,w68dtmpfyf,674,675,454950,d806496ac261907b606f5c8656a344734f09a4b287ad4dd17d529a1ab9b6aad6,15e3b047ac5b49d3707f8ed0c949002976a4e59ffe6f6971d3f15684cb9fd876,353b26676726320987365a8c997fd454aa042de2bd4c7ef036af26b45f86bd3d
q16-31,w68dtmpfyf,674,675,454950,a3b6dd996ef5a19d518674f9dfd51f17569981e7ba41609dbbc7cf54cdac7a33,3d66c54ddc4a56d80fbcf55401e58d53f5451842ae57ec4654014d99f1a98552,079e204c0389db03f1a8ff7e8222f2334922457d789951286bb324b655c1c75c
q16-32,w68dtmpfyf,674,675,454950,250e0fa0b709c8c0cf4b36ddd70dc06ffc9b8b2eba61881af35ec63de030f4bd,ed964f56d15c2af217040b13acfcc74d446961acada63b9d8adb2167850031bb,cb5c7568d8dd2278924e92b11c45b738080b540962e20450280fb8f3ec83d90a
q16-33,w68dtmpfyf,674,675,454950,ddc396913548d129465a20a777e5c884e6ab09c4304cf19765152a4f160e171d,a5fcb877014c64f55ab6036c296d21bf5120a9bfe9483ab923ac2ed0ed4f0f16,0f25f25eedfd654004f0eea4f646e1700f4ffe47d87d71afee10d50a6fe4d7c3
q16-34,w68dtmpfyf,674,675,454950,c7e02b0f79144cffbc8c6cb75a1fb5f51c0efb37fedebb390af4dd545ea7be1c,c231059cff4a4cbbc8c9cb46c89e16fe080082c15cde66d928099e17bebd569b,9a6daf6aa5216ef28ba13aea72d9bdbe7c2697b289f22e1c9f3f26873d538203
q16-35,w68dtmpfyf,674,675,454950,b549a6bc288be7d5e4287c25c4405d83a744339a3c3be3e0f3f1adb607983f4a,ff3f2ce57e8f79200bef86095684811f3ccf5abc5c597f6766dead7bd0c39ac8,b878e4199be7fbb4c52ce957d7adf6a9d07999dadb06e18933dba160294244b2
q16-36,w68dtmpfyf,674,675,454950,0b4ae9236eed4c06f3e43132150dc0c1b4811df851d6933554d3e9f29d0d9e6d,551ac60db5d98cb7ecff14d8b3dfd3ba8d2b91e8e1c4106263d4541d10a8450e,d39cf6a17b92a1074b77bdf6023ae3f3271ca6953e90ee1eff7de41282712388
q16-37,w68dtmpfyf,674,675,454950,1ec1f6d101632fc4ec948f50b844c1b2cc5c7f2ecf451b8b03bc4d9f8742f9e9,c318693bdc27106c61b5f9e7bc173f7382d09fdd099712b4ea2e48582f33c882,28a329dde210739b7658152a6be53c05f01fefefe750e6ce309ca65ce94ea9c0
q16-38,w68dtmpfyf,674,675,454950,c07fdfa825807f0a96f26b46126796641b371e7077d3bb476a6c6e249e53b6cf,3f622d089f96b2d7ef3f9a77638d6c9a4f8a2e2e4419ce43e8f075b7a163fc4d,e387f2950d6bf21279af32b4c31d0e47ded63b89da9dee3f795a597d87bf1668
q16-39,w68dtmpfyf,674,675,454950,702c21b0d6555a94fac1a73e3a3c93a21f9b702ca5197cb665e0d3cf6c9584ee,8ef579bbd6ac9f7222b27196ae3369f543ecd548fcd4524350d953a9df0b473d,6cb92c6dc1841777da228f09e63d4d782f8ad9ff45f26843bd277ccbc0a0f0b4
q16-40,w68dtmpfyf,674,675,454950,ef9deba8d798bb1c76fe9de4da64c1d5e299f24f619130ff1ae113fd3f2cdb3f,1c087f265b970c838a2f943cabda90777274f41dabbe8affd41b25a42165fc58,a446f3388494a32477345941b7cf70d0d760223f4f026d58a9bfbbda89ea4319
q16-41,w68dtmpfyf,674,675,454950,c3a629536533f5de69a1b65de8fedab6c18f15399dcae274e37bc06744d46ebc,705fd669dcc6a77ff53854fd4cf412872dacf1033acddcef89b7b670c6fc87aa,183a7665c6d036d52b12a22f156d4bd7d09d80b61161e6b89c3add43d9fbc7a4
q16-42,w68dtmpfyf,674,675,454950,8df05641eea2eee66f453b4fd6ecc30de07a152ece9abef73ea166d3f2b740da,ca37e48f4a78eb9f7554377607b15f232ef35bab1c96bbdfc953faf8ecb18072,8c49f621ad8d5ad37f3880240d645de0e72aa58e30b9c29743a7ebf9944552e9
q16-43,w68dtmpfyf,674,675,454950,13deed1d2e9fa54ead60ca89553381011a30fb9dfa335b8e6166434ea4c6f8cd,27e8b26e9b19f1529be3e0488be4a5a45c5feff7f435bac5044b8825f5e95efa,577af63256eeba91811a1f383bc9edee8f795624aede4067dea468a876d1053c
c24-2,xcmzfsbd9t,338,340,114920,4cb4b508acf7b4f22115507fb2580a5d84e4b3c55fed2ecf9ada5ed5c87c3cfc,885421376d9a108e9281875737de34440a53941e4d846f529e678a4948884cca,d3f53a28ceaef1eb4478a3e9035740f8993daa335a49d7dc7f3f96458108b768
c24-3,xcmzfsbd9t,338,352,118976,c91130c780021d44be436d16f42f0876fb9a3e05e53980dbcf97a0cacb3dee08,77c56233d00d57d06df7bfa72b2ca4776c132a72550065697b04b025996c075b,f31dcc3448e0c2e9a4cea36ee0c960c85ec0a76014ecf0ae12d746f9a533d155
c24-5,xcmzfsbd9t,338,340,114920,9dd02ede86f43fa3a89ca82a3bc25d9a6826c9347335f5e906e008c82d921c02,80d32677eac417813a33a6c0bf81b6d6217eafad462c2652bad8bba358948fb8,5c92c1d7552043197087c2aea7aadb74885e9ddc26138227e486c06c8a89ee0b
c24-6,xcmzfsbd9t,338,352,118976,eb04b07804461d66676247f8221a90df360b7d6d0f7c0bbd649085c3fe7c000f,5d2a93247a836dd516725dda51f4a70e171b2cfbe38bf980d1eb60072fe3e635,250654d2d995e7793f2c4fa32a903678595f227b4d43898837356d9cfef1cde5
c24-6t,xcmzfsbd9t,674,675,454950,e172c099158f41678df899a2637351385e91b4496fe11a0a6e42b92133c5f6c1,152b4532ffa2afe7937f8379e4dd5816f0128a0e8e7b219ca0bd102f164b2cc7,6f889ebfb2ced6804b727a71a0f377084d8d781c248a25c12cf7fbc84be3b5cf
c24-7,xcmzfsbd9t,338,340,114920,31a52c174509e7f6515b28e8e913b51f20cbafb66be6af477c1b723dca424d5f,2ae767e5db065fbc418f7647f76e9f8daa139798ec793d9d943647d7e4d614c4,a1843bd22c02d890a6386d5a57a3d007e0f4ad709b73c2775ed5069819a6e4f5
c24-8,xcmzfsbd9t,338,340,114920,f2d1fa87b5490ee609820507e479ca8b21e7fc6002d2b44db1d3e67f2a103e88,4f8d2a7140ad88781f1dbddc272202dfc9f00d41e48489eb7d77abbf0d84f813,85161054e98417b4a2f8261609567a1f9b2829765b919dd9ce61f32ec0ac348c
c24-8t,xcmzfsbd9t,674,675,454950,9c1a60274498f4579b8f48dc358cc11fd5c7a0b65d35d6636f05d43c132b14e3,9aae2b6d6cfb82a1ce2be679924ca28f41db7f05eb036234dda1415090cafba7,984fb9ff9687e123916535343204028714f035b8a3d09c51de89fd5d7baf18ff
c24-9,xcmzfsbd9t,338,352,118976,1b7aa6edd3e864f19fc48622d9e02aebb234bd80fad7e7e39a8742bb7444228c,3b5c91308e828f6b63e3e4c49bb69657ca2634e4a6a3341af2bf9056dae6fc76,1fee88c5537a1b625e24b4bef318b36ab51cd4b97bcb770786cb8fb2f03f8143
c24-9t,xcmzfsbd9t,674,675,454950,85c8c37364c644a455082919dd67363ee7e5b22a00c73b134048be0ce7862f20,3b945fa8eca179e9f49aad6fecc3e13a37f712b6231c72ae510294e5859a3535,f5c47c184afc3f347bf6fd546b7ba9e125c5ec6ef63689799b46c295efcd0428
c24-10,xcmzfsbd9t,338,352,118976,e191a098ee009ad9308c0305c8cc21feb952252a3009d49218e8d8af34de5445,0fe4a909c47793889c6cee8cdd6a22f1d5c58a77bc3a52629c99cbc6734041ee,478da8e60ee616a073dee885bef3ac9c05a7c0fd2057abeb1b1c7fff5b81e150
c24-10t,xcmzfsbd9t,674,675,454950,33f2fa44f5c0f3ba53d0f3aa587fb59070b9f318007bf7873d3160d044967418,1b3278766729162f6118188da8b5b67307c792e7b21a85366d3be20d8923255b,8208cee86644350ea48ae54277bc18799df55c86b8e7adbb1f23bf96e6ac2ebb
c24-11,xcmzfsbd9t,338,340,114920,8b2890b08602ce1699c2c2b615c7029a496ab5440f838ee45d371cd0d22b1832,288db4aa76e55212ab8140bb8a9d8405d367205b1ff9e7f6699b036a74944b07,875356ee107280a5640c16dde281f723b927671c9c7c79ddc3e244799a27517b
c24-11t,xcmzfsbd9t,674,675,454950,da2f286f15fc6112799a945a07be3a3c705e6715ee540e9ecf730af3a5918305,13f6832954ba3a45d59e58a5f46b60875d817b3754df02563e9279de26676412,e78aca8810bfb7d427082108e03b6dea7f730490aeecf3870730e3238b40ae8f
c24-12,xcmzfsbd9t,338,352,118976,ec409643cde7cf03691b66a25498592842b45210640e7ea52f7d8cc49674c3e5,c9589f68fa94e5943613bd50367ddea4f2dd18b915a2a2a08227892c547593a4,fd52fc0ca973c7e5641c2cd2bc97019138cbbf19027b7380ad0cc71de4485bdc
c24-12t,xcmzfsbd9t,674,675,454950,31d6ee277eca66c71e45ecba87f7647b14be3d3be4c4b704eec137bbb09a9ca0,b0cbfaf43a5f1a3bfac83d81bc191572b13f7f9b236bf94b228c94448a88906e,ae28540cf07158644c4511a1c3a206180eb0de60e8e438b1a2af055ab35aad20
c24-13,xcmzfsbd9t,338,340,114920,4ff73184f4d59f6c8ea9cc72edf340e30b7861c00cbe8f19fafdb39db44d38c4,e17a566772cbe484eb5c127a7d2a9c3cf3db66f8292b08fc7f08243f60641f8d,7d7960a6b4acdb93251596ede2003c90ec11f93b927011db7a3078f8b18428f5
c24-14,xcmzfsbd9t,338,340,114920,0f5ed28e63e9e38ebcb6e018e6fc609ae9fdeb49284bf3d48f37125e9d5ac141,0bd94d82db8667d6fda2980cef286a92950abc959bbddcdf747fa714064183e7,1886db162a84fc66fb323886c80714f01b06e10a4fa08971e698f6c9f36ea6c4
c24-15,xcmzfsbd9t,338,352,118976,714fc1a8fd8f61afc16b0ac0429ee6be6fffa1d4ba8d06e1944d22e6e5dd5d4a,b38cda56efe6a64b7215eebd1f9106106dffb8298a38c3768aeeecf7c44330be,e356c22852b5f1ddc521d9f75e4efbc6bb7db3e40e86d8831fd04ebd836017fa
c24-16,xcmzfsbd9t,338,352,118976,e2c68273ac67adfab8ca9cc9a100f518e65889743f183773736bcdea52b55013,54f50727fb05804f737a8f28d26cee7a23d5187f1c4fcb7b375940f62459fff8,6264677e4cdcfe6d9048c32a2033fc7423f7494225b903d17f0e70e15b1c96da
c24-17,xcmzfsbd9t,338,340,114920,42e7ab74f21ac710735b58de0e98d6eaada8ced1e1f683f3e8679daee1d2341a,730c24919bb296cb76fc32fe6734627770d006e19947c3d8dbb7062c879d6184,a7dd58160545597a6711aec46b7bb1b84098975ebbafb01121f21595d915704d
c24-18,xcmzfsbd9t,338,352,118976,ca968ff823645e6d0dcecd57c3e4c9b888bd573ae12664bb10edc6c5711b57d7,20c3eeadeb656f5b1ce6bbcfab6841f36e1b8b7486d6dd28d73dbe60d42b0e49,f28beab523596801ccb3235ddf0eb87169f3ac03098efc6e4c3e5c49caa87960
c24-20,xcmzfsbd9t,338,340,114920,9c021666e58c65b242b6b3da2d78a8cf4561e66f9c5485f2ea0e50505acda0e2,e8ebe52983760a5c8911553dbb287924c8264913dce44b8fadaadae8531a7af9,4ede4cdf0ad39e0c81a01dbaeb84ec18ce6c2332aa585fc143e03a2f5cfa3845
c24-21,xcmzfsbd9t,338,352,118976,8a4fc492e78241ed4d52eb92151bf036104adc536968f0c566062cdbd312c014,0408930044ebd0b6385ff679628ec73afa474013c1fd245164f33ebcd6458457,2b7c078df7574fbeb941d55c767e03594811f2bd1dbfaeb768608d7a174ec953
c24-24,xcmzfsbd9t,338,340,114920,15b0a1a29a107fab0f25598c3c6ca81a5f105ef1dd9642e8ffa2773695587c20,f9f0629f2a55df6b7987f25c466bcb699ce957bc466dab9064e3504efb85f387,070480608258ee4d49214e252f63876dafd0cdb739964a5a57434c55a1f40dad
c24-25,xcmzfsbd9t,338,352,118976,5c72f91924287f5d1eb654f45ad0edad59f7cb0dcefc0542bdc6b3c914232142,e176312ea003ecd6cbc16d12cd24e2fdb043ce27942009fc59b2b2ba8bbe3ddd,4417151cbf8be9c4dac570e99a0d479694c6ee83d6bf54fa720ba1b0ef7ec702
c24-26,xcmzfsbd9t,674,675,454950,2a66320a6700430f7e8aa6487012d13e88bacca9ec83a8df7f80ca88ec18c6bc,53040b74b6fa06f4562973a20f942bdbd5defc9a061ec29567c5bf7a5be0cbd9,008ed9aaaa28180d8f27b178973a380ccd057690d61b035622ebe9f1765a65ba
c24-27,xcmzfsbd9t,674,675,454950,03737e34b2c530e9c861fd54b06a39ec73e8eb5523b79354c2fc4d745950f051,c54d4d4098666ddfaab0d44b42496d1a32239a379f4f965c0ad302681d7c7cc2,a59cf2f8aab349329bd32633bb5b289bbf9e5dfcf434ad0f1c7652a6fe7b1178
c24-28,xcmzfsbd9t,674,675,454950,5be43672ef1727e76e3c6d8fc69d6176759c836dd758ff4423437afa91be3192,e8a0568334a485809e84a9751dbadae23321db6aadd70d8329f34a7231f52707,443f25e64124b941836a14cc451990b4914d597a3a329c50bd770e16e4756ef7
c24-29,xcmzfsbd9t,674,675,454950,d17ff341416843fd2eefcf0ef07a64e0a2323793cfb848b22c9cbfdd14637f99,1f5e34887912b44bd9050994889758e3c5767f01dbf6237e4df1f310937b0ede,8b384110c8df010b3aef9f4bb91c2fe2cf5a20059d5a85ba42286cf5f98d6de5
c24-30,xcmzfsbd9t,674,675,454950,131bcbf2d0770709bdbd0c178551b61c3a606982b31cfa87152dfc159b960379,482b2e3fe801b12da9d3906fee7e59410cae73f86e838d6b84427838b494f63f,c188d5f072459d739f3c14974006a8c14679057878297c7f0951bd9c455c1498
c24-31,xcmzfsbd9t,674,675,454950,8634f22b41c3efecb6a0913083a1f7f4d721688e824212dabc22545b5ecd05bb,4e018fb1a66b516174c1dab28424acd1fbbcbfa76b10478b596a2ff1d5ce43e6,7751f4fdc9bfc5a5dc8d29f0d646712aa39868d02e6c6ae8da068c5e31a6812f
c24-32,xcmzfsbd9t,674,675,454950,c474a9d225c01d372fa63c8409e86372ce73ca1700702557b5bb2888c5e3fe4c,dad14ff5c07a07a0c3cac89f7bcdd386cf9a84c5ddd334f75b149f450e7f6425,36b6ad9c1dac938355f1e8d77b802733155fea0d717a417c16e53b4894435046
c24-33,xcmzfsbd9t,674,675,454950,b66d551db8dbb948ad696f0f86b0d19a5e16b39f62cc8ab422ee5d4eb8052cc6,2e98405848bd2f37b5ac60f43cf01d3beed209589616c248458f56bc2a4007f9,771d13c2f59144c8274b32b40e9c056fcce4949556c14f401c15d3c130158f43
c24-34,xcmzfsbd9t,674,675,454950,b7073f2614ae4cd18ad7152ebf58b4120a3ff0148cc6a3cce4c1a757c296873d,d9f60f711f18952150e837c8cce06ded178a168697a7a517f1e5959119e882eb,9b60eb1bab2d6106be2bb5ecd893a5ab91abb67b09da21fa513027dca2fa0d00
c24-35,xcmzfsbd9t,674,675,454950,c3e089e66880fd473c81b5d32c6ea2e9aab50781ded2d63c9880dd3aebe3bfd3,2fe95f5e3ca30e592f78ae780805f4c3ebb4c5292a5a8975d758e27deb55316e,4be010fe0a62c3c96e8984c24f153048694a3db6633cd451dd268e840613809a
c24-36,xcmzfsbd9t,674,675,454950,76bb1278394c563ce5f0092d5ab0cf65ab4bd12c4db1affdf93976447f3ec397,fe86572e223f7927734dfdd72008bd1dfc85df01dc38d0d09c55e98366f1b915,7bdb96163b7b02bf3af6ed320330348c4e0af5f4c9d1c88ed7528a05966b69e7
c24-37,xcmzfsbd9t,674,675,454950,4b3d2ed2de86d80b1e865c9216375ca77682f50b6b7becec049e14d0c5afbc5e,2af886392c0d122c76d624ab831b1b0cb522cba4f62ad0407d2e1949aff0c31b,767bd0bd6bb5e0980c61e9d5e7e13bd1251ca23a4b7d0efb397db3542228fd26
c24-39,xcmzfsbd9t,674,675,454950,5bdfc9567c043ba84e34d7c8099106c7ba8424399f539b96ea3dea2690c37499,6bbf522e29f146f54d23b087dd056e4cfafecf15cae714f35bbbe4184e818a6d,dadc4bc8eb6e32b59a06f848befaf8902035643de16943f1bf57203cafad6f90
c24-40,xcmzfsbd9t,674,675,454950,bd6b713024ffd7e96bb313167f486268d4cd4a10b5e8e969f71da9be75cf13b4,5a8a5cd411bb4d62a0d902e6fa9cca56607252a9910335a7e57f4b189f2866e1,5e95af0db7c0776c4b5a84eea9906e920dd7c449c51b3253da9329e2b2f2575b
c24-41,xcmzfsbd9t,674,675,454950,5fc9aca8383a4a114aa6527d179849045d08ea34681b92299e06d68e5e5d5f0a,e8f80b34713e4c4e22c32da9aa7314fde63349737dc509f6bce01a8156310c2e,40bf2b38da72e6f3e3ed2593a6c25a061d99d4cea601e9ed6be539ed93441638
c24-42,xcmzfsbd9t,674,675,454950,687d9773586d0b6360709d7d5ee2b0b2147906ef770f64f5b962bc8ae6010c9b,828f85e2e84481c6d30236a4b9f862acb04553740217015ed8afe0b081ac1f83,57185baa75c38ce94bbc6330042c99db4547ed105ad9c5de661466ecc9e3cddf
c24-43,xcmzfsbd9t,674,675,454950,3ef0b32a50111d0dda8384bfe89e7e9daf625dd7476f367575c1104779d88962,f57ea587e144da2282d401cc7388e8b078f5f064adea098a252fc8b4de360faf,1f9a4914909087a0e4fcc5e161bb8cb83446de7e0bd346391ece06d2e674cf28
c24-44,xcmzfsbd9t,674,675,454950,f118be75bb6409600f41f82f7eab052525fdf37029af2f57011d3dad5e858fb6,40c4c07b8dd7bc918e8f54bd9a97ace0da943fb5c7f1181439da61c72f891ce5,9be988139f0d3d6732a3151177f7eefe21ef9ab138d22bc592e07720f893cc7b
c24-45,xcmzfsbd9t,674,675,454950,ddb7eca0731fa9704025412e3c16a7ecd4e0a13099547394f236fa27e1ea23da,ac402f6f6e276f3b67147c937855cb2d7874ed5ae95ca2cb8fe93dc9404d8cb8,cbfe7e6726128967507f229cc3d34924362791ce74c68190bba056c17909b83c
c24-46,xcmzfsbd9t,674,675,454950,c375e019c6168e49c34891f022e815397b42da99258d8cacf41c29a27a640980,809056c9dd2d19f4b2ec2743c4fe6cc1be571e3430fa9aa5457e1812ace202ef,472fee8bdb998b8b5552a807a149d1bcb4fc5ab3116040cc732bda63d78cacdf
c24-47,xcmzfsbd9t,674,675,454950,c4bca5a44e37edb2c89e7f79be5968be35a327c8a74e73fa2dcf9b5b355ddb98,09b79c35b5d715a3e25b75dd2f82e230ea4513216a772f04b080cc7f56e4aebe,3120dc9d0f070e18eaa43b15174985225ebf65a904e3fb2d508858c502fa9d03
