source_row,specimen_key,dataset_id,capture_group_id,method,run,action_count,final_cost,target_mpa
192,74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,RANDOM,2,15,0.23449170238487746,199.83413696289062
193,74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,RANDOM,3,16,0.2498164633476206,199.83413696289062
194,74t7kcdgkr:c8-43,74t7kcdgkr,cg_a37dc8a00cc334eb,RANDOM,4,16,0.24962962962962962,199.83413696289062
195,cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,RANDOM,0,16,0.24962962962962962,300.3553771972656
196,cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,RANDOM,1,16,0.24962962962962965,300.3553771972656
197,cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,RANDOM,2,15,0.23449170238487746,300.3553771972656
198,cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,RANDOM,3,16,0.2498164633476206,300.3553771972656
199,cgtnjyggtm:q24-11,cgtnjyggtm,cg_02fd3fc8caefe377,RANDOM,4,16,0.24962962962962962,300.3553771972656
200,cgtnjyggtm:q24-22,cgtnjyggtm,cg_54890e18ff2b2669,RANDOM,0,16,0.24962962962962962,415.8692932128906
201,cgtnjyggtm:q24-22,cgtnjyggtm,cg_54890e18ff2b2669,RANDOM,1,16,0.24962962962962965,415.8692932128906
202,cgtnjyggtm:q24-22,cgtnjyggtm,cg_54890e18ff2b2669,RANDOM,2,15,0.23449170238487746,415.8692932128906
203,cgtnjyggtm:q24-22,cgtnjyggtm,cg_54890e18ff2b2669,RANDOM,3,16,0.2498164633476206,415.8692932128906
204,cgtnjyggtm:q24-22,cgtnjyggtm,cg_54890e18ff2b2669,RANDOM,4,16,0.24962962962962962,415.8692932128906
205,cgtnjyggtm:q24-24,cgtnjyggtm,cg_39bf4ddc679c9a42,RANDOM,0,16,0.24962962962962962,428.6219482421875
206,cgtnjyggtm:q24-24,cgtnjyggtm,cg_39bf4ddc679c9a42,RANDOM,1,16,0.24962962962962965,428.6219482421875
207,cgtnjyggtm:q24-24,cgtnjyggtm,cg_39bf4ddc679c9a42,RANDOM,2,15,0.23449170238487746,428.6219482421875
208,cgtnjyggtm:q24-24,cgtnjyggtm,cg_39bf4ddc679c9a42,RANDOM,3,16,0.2498164633476206,428.6219482421875
209,cgtnjyggtm:q24-24,cgtnjyggtm,cg_39bf4ddc679c9a42,RANDOM,4,16,0.24962962962962962,428.6219482421875
210,cgtnjyggtm:q24-30,cgtnjyggtm,cg_d3f7feef05d5a66a,RANDOM,0,16,0.24962962962962962,283.3366394042969
211,cgtnjyggtm:q24-30,cgtnjyggtm,cg_d3f7feef05d5a66a,RANDOM,1,16,0.24962962962962965,283.3366394042969
212,cgtnjyggtm:q24-30,cgtnjyggtm,cg_d3f7feef05d5a66a,RANDOM,2,15,0.23449170238487746,283.3366394042969
213,cgtnjyggtm:q24-30,cgtnjyggtm,cg_d3f7feef05d5a66a,RANDOM,3,16,0.2498164633476206,283.3366394042969
214,cgtnjyggtm:q24-30,cgtnjyggtm,cg_d3f7feef05d5a66a,RANDOM,4,16,0.24962962962962962,283.3366394042969
215,cgtnjyggtm:q24-44,cgtnjyggtm,cg_9ba3cd5fb00ea91f,RANDOM,0,16,0.24962962962962962,109.75041198730469
216,cgtnjyggtm:q24-44,cgtnjyggtm,cg_9ba3cd5fb00ea91f,RANDOM,1,16,0.24962962962962965,109.75041198730469
217,cgtnjyggtm:q24-44,cgtnjyggtm,cg_9ba3cd5fb00ea91f,RANDOM,2,15,0.23449170238487746,109.75041198730469
218,cgtnjyggtm:q24-44,cgtnjyggtm,cg_9ba3cd5fb00ea91f,RANDOM,3,16,0.2498164633476206,109.75041198730469
219,cgtnjyggtm:q24-44,cgtnjyggtm,cg_9ba3cd5fb00ea91f,RANDOM,4,16,0.24962962962962962,109.75041198730469
220,cgtnjyggtm:q24-47,cgtnjyggtm,cg_523711040788bde2,RANDOM,0,16,0.24962962962962962,119.86738586425781
221,cgtnjyggtm:q24-47,cgtnjyggtm,cg_523711040788bde2,RANDOM,1,16,0.24962962962962965,119.86738586425781
222,cgtnjyggtm:q24-47,cgtnjyggtm,cg_523711040788bde2,RANDOM,2,15,0.23449170238487746,119.86738586425781
223,cgtnjyggtm:q24-47,cgtnjyggtm,cg_523711040788bde2,RANDOM,3,16,0.2498164633476206,119.86738586425781
224,cgtnjyggtm:q24-47,cgtnjyggtm,cg_523711040788bde2,RANDOM,4,16,0.24962962962962962,119.86738586425781
225,cgtnjyggtm:q24-48,cgtnjyggtm,cg_5549ad4618fa66a9,RANDOM,0,16,0.24962962962962962,136.6800079345703
226,cgtnjyggtm:q24-48,cgtnjyggtm,cg_5549ad4618fa66a9,RANDOM,1,16,0.24962962962962965,136.6800079345703
227,cgtnjyggtm:q24-48,cgtnjyggtm,cg_5549ad4618fa66a9,RANDOM,2,15,0.23449170238487746,136.6800079345703
228,cgtnjyggtm:q24-48,cgtnjyggtm,cg_5549ad4618fa66a9,RANDOM,3,16,0.2498164633476206,136.6800079345703
229,cgtnjyggtm:q24-48,cgtnjyggtm,cg_5549ad4618fa66a9,RANDOM,4,16,0.24962962962962962,136.6800079345703
230,cgtnjyggtm:q24-6,cgtnjyggtm,cg_344fc945dcb88757,RANDOM,0,16,0.24962962962962962,348.28472900390625
231,cgtnjyggtm:q24-6,cgtnjyggtm,cg_344fc945dcb88757,RANDOM,1,16,0.24962962962962965,348.28472900390625
232,cgtnjyggtm:q24-6,cgtnjyggtm,cg_344fc945dcb88757,RANDOM,2,15,0.23449170238487746,348.28472900390625
233,cgtnjyggtm:q24-6,cgtnjyggtm,cg_344fc945dcb88757,RANDOM,3,16,0.2498164633476206,348.28472900390625
234,cgtnjyggtm:q24-6,cgtnjyggtm,cg_344fc945dcb88757,RANDOM,4,16,0.24962962962962962,348.28472900390625
235,cgtnjyggtm:q24-9,cgtnjyggtm,cg_2cc9cac1c5baaf14,RANDOM,0,16,0.24962962962962962,262.2107238769531
236,cgtnjyggtm:q24-9,cgtnjyggtm,cg_2cc9cac1c5baaf14,RANDOM,1,16,0.24962962962962965,262.2107238769531
237,cgtnjyggtm:q24-9,cgtnjyggtm,cg_2cc9cac1c5baaf14,RANDOM,2,15,0.23449170238487746,262.2107238769531
238,cgtnjyggtm:q24-9,cgtnjyggtm,cg_2cc9cac1c5baaf14,RANDOM,3,16,0.2498164633476206,262.2107238769531
239,cgtnjyggtm:q24-9,cgtnjyggtm,cg_2cc9cac1c5baaf14,RANDOM,4,16,0.24962962962962962,262.2107238769531
240,w68dtmpfyf:q16-14,w68dtmpfyf,cg_73ef27ab04a735de,RANDOM,0,16,0.24962962962962962,404.2454528808594
241,w68dtmpfyf:q16-14,w68dtmpfyf,cg_73ef27ab04a735de,RANDOM,1,16,0.24962962962962965,404.2454528808594
242,w68dtmpfyf:q16-14,w68dtmpfyf,cg_73ef27ab04a735de,RANDOM,2,15,0.23449170238487746,404.2454528808594
243,w68dtmpfyf:q16-14,w68dtmpfyf,cg_73ef27ab04a735de,RANDOM,3,16,0.2498164633476206,404.2454528808594
244,w68dtmpfyf:q16-14,w68dtmpfyf,cg_73ef27ab04a735de,RANDOM,4,16,0.24962962962962962,404.2454528808594
245,w68dtmpfyf:q16-2,w68dtmpfyf,cg_ff2d01cab2de3ddc,RANDOM,0,16,0.24962962962962962,304.9983215332031
246,w68dtmpfyf:q16-2,w68dtmpfyf,cg_ff2d01cab2de3ddc,RANDOM,1,16,0.24962962962962965,304.9983215332031
247,w68dtmpfyf:q16-2,w68dtmpfyf,cg_ff2d01cab2de3ddc,RANDOM,2,15,0.23449170238487746,304.9983215332031
248,w68dtmpfyf:q16-2,w68dtmpfyf,cg_ff2d01cab2de3ddc,RANDOM,3,16,0.2498164633476206,304.9983215332031
249,w68dtmpfyf:q16-2,w68dtmpfyf,cg_ff2d01cab2de3ddc,RANDOM,4,16,0.24962962962962962,304.9983215332031
250,w68dtmpfyf:q16-29,w68dtmpfyf,cg_94a031a5fc453cba,RANDOM,0,16,0.24962962962962962,338.54833984375
251,w68dtmpfyf:q16-29,w68dtmpfyf,cg_94a031a5fc453cba,RANDOM,1,16,0.24962962962962965,338.54833984375
252,w68dtmpfyf:q16-29,w68dtmpfyf,cg_94a031a5fc453cba,RANDOM,2,15,0.23449170238487746,338.54833984375
253,w68dtmpfyf:q16-29,w68dtmpfyf,cg_94a031a5fc453cba,RANDOM,3,16,0.2498164633476206,338.54833984375
254,w68dtmpfyf:q16-29,w68dtmpfyf,cg_94a031a5fc453cba,RANDOM,4,16,0.24962962962962962,338.54833984375
255,w68dtmpfyf:q16-3,w68dtmpfyf,cg_3361913654df8b27,RANDOM,0,16,0.24962962962962962,352.2940673828125
256,w68dtmpfyf:q16-3,w68dtmpfyf,cg_3361913654df8b27,RANDOM,1,16,0.24962962962962965,352.2940673828125
257,w68dtmpfyf:q16-3,w68dtmpfyf,cg_3361913654df8b27,RANDOM,2,15,0.23449170238487746,352.2940673828125
258,w68dtmpfyf:q16-3,w68dtmpfyf,cg_3361913654df8b27,RANDOM,3,16,0.2498164633476206,352.2940673828125
259,w68dtmpfyf:q16-3,w68dtmpfyf,cg_3361913654df8b27,RANDOM,4,16,0.24962962962962962,352.2940673828125
260,w68dtmpfyf:q16-33,w68dtmpfyf,cg_a37eab4f5b7beb12,RANDOM,0,16,0.24962962962962962,257.2702331542969
261,w68dtmpfyf:q16-33,w68dtmpfyf,cg_a37eab4f5b7beb12,RANDOM,1,16,0.24962962962962965,257.2702331542969
262,w68dtmpfyf:q16-33,w68dtmpfyf,cg_a37eab4f5b7beb12,RANDOM,2,15,0.23449170238487746,257.2702331542969
263,w68dtmpfyf:q16-33,w68dtmpfyf,cg_a37eab4f5b7beb12,RANDOM,3,16,0.2498164633476206,257.2702331542969
264,w68dtmpfyf:q16-33,w68dtmpfyf,cg_a37eab4f5b7beb12,RANDOM,4,16,0.24962962962962962,257.2702331542969
265,w68dtmpfyf:q16-38,w68dtmpfyf,cg_a052ba6f5200ee4f,RANDOM,0,16,0.24962962962962962,344.6358337402344
266,w68dtmpfyf:q16-38,w68dtmpfyf,cg_a052ba6f5200ee4f,RANDOM,1,16,0.24962962962962965,344.6358337402344
267,w68dtmpfyf:q16-38,w68dtmpfyf,cg_a052ba6f5200ee4f,RANDOM,2,15,0.23449170238487746,344.6358337402344
268,w68dtmpfyf:q16-38,w68dtmpfyf,cg_a052ba6f5200ee4f,RANDOM,3,16,0.2498164633476206,344.6358337402344
269,w68dtmpfyf:q16-38,w68dtmpfyf,cg_a052ba6f5200ee4f,RANDOM,4,16,0.24962962962962962,344.6358337402344
270,w68dtmpfyf:q16-43,w68dtmpfyf,cg_6853c8e74a68016b,RANDOM,0,16,0.24962962962962962,302.281982421875
271,w68dtmpfyf:q16-43,w68dtmpfyf,cg_6853c8e74a68016b,RANDOM,1,16,0.24962962962962965,302.281982421875
272,w68dtmpfyf:q16-43,w68dtmpfyf,cg_6853c8e74a68016b,RANDOM,2,15,0.23449170238487746,302.281982421875
273,w68dtmpfyf:q16-43,w68dtmpfyf,cg_6853c8e74a68016b,RANDOM,3,16,0.2498164633476206,302.281982421875
274,w68dtmpfyf:q16-43,w68dtmpfyf,cg_6853c8e74a68016b,RANDOM,4,16,0.24962962962962962,302.281982421875
275,w68dtmpfyf:q16-6,w68dtmpfyf,cg_ce4d6a48a6968060,RANDOM,0,16,0.24962962962962962,418.267333984375
276,w68dtmpfyf:q16-6,w68dtmpfyf,cg_ce4d6a48a6968060,RANDOM,1,16,0.24962962962962965,418.267333984375
277,w68dtmpfyf:q16-6,w68dtmpfyf,cg_ce4d6a48a6968060,RANDOM,2,15,0.23449170238487746,418.267333984375
278,w68dtmpfyf:q16-6,w68dtmpfyf,cg_ce4d6a48a6968060,RANDOM,3,16,0.2498164633476206,418.267333984375
279,w68dtmpfyf:q16-6,w68dtmpfyf,cg_ce4d6a48a6968060,RANDOM,4,16,0.24962962962962962,418.267333984375
280,xcmzfsbd9t:c24-37,xcmzfsbd9t,cg_a01963fde121eda0,RANDOM,0,16,0.24962962962962962,381.1910705566406
281,xcmzfsbd9t:c24-37,xcmzfsbd9t,cg_a01963fde121eda0,RANDOM,1,16,0.24962962962962965,381.1910705566406
282,xcmzfsbd9t:c24-37,xcmzfsbd9t,cg_a01963fde121eda0,RANDOM,2,15,0.23449170238487746,381.1910705566406
283,xcmzfsbd9t:c24-37,xcmzfsbd9t,cg_a01963fde121eda0,RANDOM,3,16,0.2498164633476206,381.1910705566406
284,xcmzfsbd9t:c24-37,xcmzfsbd9t,cg_a01963fde121eda0,RANDOM,4,16,0.24962962962962962,381.1910705566406
285,xcmzfsbd9t:c24-39,xcmzfsbd9t,cg_d72ecf3171227da2,RANDOM,0,16,0.24962962962962962,246.54722595214844
286,xcmzfsbd9t:c24-39,xcmzfsbd9t,cg_d72ecf3171227da2,RANDOM,1,16,0.24962962962962965,246.54722595214844
287,xcmzfsbd9t:c24-39,xcmzfsbd9t,cg_d72ecf3171227da2,RANDOM,2,15,0.23449170238487746,246.54722595214844
288,xcmzfsbd9t:c24-39,xcmzfsbd9t,cg_d72ecf3171227da2,RANDOM,3,16,0.2498164633476206,246.54722595214844
289,xcmzfsbd9t:c24-39,xcmzfsbd9t,cg_d72ecf3171227da2,RANDOM,4,16,0.24962962962962962,246.54722595214844
290,xcmzfsbd9t:c24-42,xcmzfsbd9t,cg_a5c5defb812088ae,RANDOM,0,16,0.24962962962962962,301.55389404296875
291,xcmzfsbd9t:c24-42,xcmzfsbd9t,cg_a5c5defb812088ae,RANDOM,1,16,0.24962962962962965,301.55389404296875
292,xcmzfsbd9t:c24-42,xcmzfsbd9t,cg_a5c5defb812088ae,RANDOM,2,15,0.23449170238487746,301.55389404296875
293,xcmzfsbd9t:c24-42,xcmzfsbd9t,cg_a5c5defb812088ae,RANDOM,3,16,0.2498164633476206,301.55389404296875
294,xcmzfsbd9t:c24-42,xcmzfsbd9t,cg_a5c5defb812088ae,RANDOM,4,16,0.24962962962962962,301.55389404296875
295,xcmzfsbd9t:c24-47,xcmzfsbd9t,cg_954e3ed61c8db0a4,RANDOM,0,16,0.24962962962962962,480.5938415527344
296,xcmzfsbd9t:c24-47,xcmzfsbd9t,cg_954e3ed61c8db0a4,RANDOM,1,16,0.24962962962962965,480.5938415527344
297,xcmzfsbd9t:c24-47,xcmzfsbd9t,cg_954e3ed61c8db0a4,RANDOM,2,15,0.23449170238487746,480.5938415527344
298,xcmzfsbd9t:c24-47,xcmzfsbd9t,cg_954e3ed61c8db0a4,RANDOM,3,16,0.2498164633476206,480.5938415527344
299,xcmzfsbd9t:c24-47,xcmzfsbd9t,cg_954e3ed61c8db0a4,RANDOM,4,16,0.24962962962962962,480.5938415527344
300,xcmzfsbd9t:c24-50,xcmzfsbd9t,cg_59e95410b683945f,RANDOM,0,16,0.24962962962962962,292.1376647949219
301,xcmzfsbd9t:c24-50,xcmzfsbd9t,cg_59e95410b683945f,RANDOM,1,16,0.24962962962962965,292.1376647949219
302,xcmzfsbd9t:c24-50,xcmzfsbd9t,cg_59e95410b683945f,RANDOM,2,15,0.23449170238487746,292.1376647949219
303,xcmzfsbd9t:c24-50,xcmzfsbd9t,cg_59e95410b683945f,RANDOM,3,16,0.2498164633476206,292.1376647949219
304,xcmzfsbd9t:c24-50,xcmzfsbd9t,cg_59e95410b683945f,RANDOM,4,16,0.24962962962962962,292.1376647949219
305,xcmzfsbd9t:c24-51,xcmzfsbd9t,cg_7e1c8f7865d73e78,RANDOM,0,16,0.24962962962962962,263.2923583984375
306,xcmzfsbd9t:c24-51,xcmzfsbd9t,cg_7e1c8f7865d73e78,RANDOM,1,16,0.24962962962962965,263.2923583984375
307,xcmzfsbd9t:c24-51,xcmzfsbd9t,cg_7e1c8f7865d73e78,RANDOM,2,15,0.23449170238487746,263.2923583984375
308,xcmzfsbd9t:c24-51,xcmzfsbd9t,cg_7e1c8f7865d73e78,RANDOM,3,16,0.2498164633476206,263.2923583984375
309,xcmzfsbd9t:c24-51,xcmzfsbd9t,cg_7e1c8f7865d73e78,RANDOM,4,16,0.24962962962962962,263.2923583984375
310,xcmzfsbd9t:c24-52,xcmzfsbd9t,cg_b98b3f9ca1bfb997,RANDOM,0,16,0.24962962962962962,252.29762268066406
311,xcmzfsbd9t:c24-52,xcmzfsbd9t,cg_b98b3f9ca1bfb997,RANDOM,1,16,0.24962962962962965,252.29762268066406
312,xcmzfsbd9t:c24-52,xcmzfsbd9t,cg_b98b3f9ca1bfb997,RANDOM,2,15,0.23449170238487746,252.29762268066406
313,xcmzfsbd9t:c24-52,xcmzfsbd9t,cg_b98b3f9ca1bfb997,RANDOM,3,16,0.2498164633476206,252.29762268066406
314,xcmzfsbd9t:c24-52,xcmzfsbd9t,cg_b98b3f9ca1bfb997,RANDOM,4,16,0.24962962962962962,252.29762268066406
315,xcmzfsbd9t:c24-56,xcmzfsbd9t,cg_06ec34425b30c2e6,RANDOM,0,16,0.24962962962962962,230.2566680908203
316,xcmzfsbd9t:c24-56,xcmzfsbd9t,cg_06ec34425b30c2e6,RANDOM,1,16,0.24962962962962965,230.2566680908203
317,xcmzfsbd9t:c24-56,xcmzfsbd9t,cg_06ec34425b30c2e6,RANDOM,2,15,0.23449170238487746,230.2566680908203
318,xcmzfsbd9t:c24-56,xcmzfsbd9t,cg_06ec34425b30c2e6,RANDOM,3,16,0.2498164633476206,230.2566680908203
319,xcmzfsbd9t:c24-56,xcmzfsbd9t,cg_06ec34425b30c2e6,RANDOM,4,16,0.24962962962962962,230.2566680908203
320,xcmzfsbd9t:c24-9t,xcmzfsbd9t,cg_0d1994d0164384d4,RANDOM,0,16,0.24962962962962962,278.2536315917969
321,xcmzfsbd9t:c24-9t,xcmzfsbd9t,cg_0d1994d0164384d4,RANDOM,1,16,0.24962962962962965,278.2536315917969
322,xcmzfsbd9t:c24-9t,xcmzfsbd9t,cg_0d1994d0164384d4,RANDOM,2,15,0.23449170238487746,278.2536315917969
323,xcmzfsbd9t:c24-9t,xcmzfsbd9t,cg_0d1994d0164384d4,RANDOM,3,16,0.2498164633476206,278.2536315917969
324,xcmzfsbd9t:c24-9t,xcmzfsbd9t,cg_0d1994d0164384d4,RANDOM,4,16,0.24962962962962962,278.2536315917969
325,yfxyg8jm46:c16-12,yfxyg8jm46,cg_5a80e5179694ff19,RANDOM,0,16,0.24962962962962962,268.03814697265625
326,yfxyg8jm46:c16-12,yfxyg8jm46,cg_5a80e5179694ff19,RANDOM,1,16,0.24962962962962965,268.03814697265625
327,yfxyg8jm46:c16-12,yfxyg8jm46,cg_5a80e5179694ff19,RANDOM,2,15,0.23449170238487746,268.03814697265625
328,yfxyg8jm46:c16-12,yfxyg8jm46,cg_5a80e5179694ff19,RANDOM,3,16,0.2498164633476206,268.03814697265625
329,yfxyg8jm46:c16-12,yfxyg8jm46,cg_5a80e5179694ff19,RANDOM,4,16,0.24962962962962962,268.03814697265625
330,yfxyg8jm46:c16-14,yfxyg8jm46,cg_efd8928c6d17de81,RANDOM,0,16,0.24962962962962962,508.2288818359375
331,yfxyg8jm46:c16-14,yfxyg8jm46,cg_efd8928c6d17de81,RANDOM,1,16,0.24962962962962965,508.2288818359375
332,yfxyg8jm46:c16-14,yfxyg8jm46,cg_efd8928c6d17de81,RANDOM,2,15,0.23449170238487746,508.2288818359375
333,yfxyg8jm46:c16-14,yfxyg8jm46,cg_efd8928c6d17de81,RANDOM,3,16,0.2498164633476206,508.2288818359375
334,yfxyg8jm46:c16-14,yfxyg8jm46,cg_efd8928c6d17de81,RANDOM,4,16,0.24962962962962962,508.2288818359375
335,yfxyg8jm46:c16-16,yfxyg8jm46,cg_cd055af98e2ea119,RANDOM,0,16,0.24962962962962962,499.259765625
336,yfxyg8jm46:c16-16,yfxyg8jm46,cg_cd055af98e2ea119,RANDOM,1,16,0.24962962962962965,499.259765625
337,yfxyg8jm46:c16-16,yfxyg8jm46,cg_cd055af98e2ea119,RANDOM,2,15,0.23449170238487746,499.259765625
338,yfxyg8jm46:c16-16,yfxyg8jm46,cg_cd055af98e2ea119,RANDOM,3,16,0.2498164633476206,499.259765625
339,yfxyg8jm46:c16-16,yfxyg8jm46,cg_cd055af98e2ea119,RANDOM,4,16,0.24962962962962962,499.259765625
340,yfxyg8jm46:c16-17,yfxyg8jm46,cg_f64812b6759e7d2b,RANDOM,0,16,0.24962962962962962,512.5420532226562
341,yfxyg8jm46:c16-17,yfxyg8jm46,cg_f64812b6759e7d2b,RANDOM,1,16,0.24962962962962965,512.5420532226562
342,yfxyg8jm46:c16-17,yfxyg8jm46,cg_f64812b6759e7d2b,RANDOM,2,15,0.23449170238487746,512.5420532226562
343,yfxyg8jm46:c16-17,yfxyg8jm46,cg_f64812b6759e7d2b,RANDOM,3,16,0.2498164633476206,512.5420532226562
344,yfxyg8jm46:c16-17,yfxyg8jm46,cg_f64812b6759e7d2b,RANDOM,4,16,0.24962962962962962,512.5420532226562
345,yfxyg8jm46:c16-24,yfxyg8jm46,cg_354aea2e84731e86,RANDOM,0,16,0.24962962962962962,523.44140625
346,yfxyg8jm46:c16-24,yfxyg8jm46,cg_354aea2e84731e86,RANDOM,1,16,0.24962962962962965,523.44140625
347,yfxyg8jm46:c16-24,yfxyg8jm46,cg_354aea2e84731e86,RANDOM,2,15,0.23449170238487746,523.44140625
348,yfxyg8jm46:c16-24,yfxyg8jm46,cg_354aea2e84731e86,RANDOM,3,16,0.2498164633476206,523.44140625
349,yfxyg8jm46:c16-24,yfxyg8jm46,cg_354aea2e84731e86,RANDOM,4,16,0.24962962962962962,523.44140625
350,yfxyg8jm46:c16-39,yfxyg8jm46,cg_514ca9d914207c05,RANDOM,0,16,0.24962962962962962,234.76339721679688
351,yfxyg8jm46:c16-39,yfxyg8jm46,cg_514ca9d914207c05,RANDOM,1,16,0.24962962962962965,234.76339721679688
352,yfxyg8jm46:c16-39,yfxyg8jm46,cg_514ca9d914207c05,RANDOM,2,15,0.23449170238487746,234.76339721679688
353,yfxyg8jm46:c16-39,yfxyg8jm46,cg_514ca9d914207c05,RANDOM,3,16,0.2498164633476206,234.76339721679688
354,yfxyg8jm46:c16-39,yfxyg8jm46,cg_514ca9d914207c05,RANDOM,4,16,0.24962962962962962,234.76339721679688
355,yfxyg8jm46:c16-42,yfxyg8jm46,cg_cb9c6f640f08aee7,RANDOM,0,16,0.24962962962962962,322.6684265136719
356,yfxyg8jm46:c16-42,yfxyg8jm46,cg_cb9c6f640f08aee7,RANDOM,1,16,0.24962962962962965,322.6684265136719
357,yfxyg8jm46:c16-42,yfxyg8jm46,cg_cb9c6f640f08aee7,RANDOM,2,15,0.23449170238487746,322.6684265136719
358,yfxyg8jm46:c16-42,yfxyg8jm46,cg_cb9c6f640f08aee7,RANDOM,3,16,0.2498164633476206,322.6684265136719
359,yfxyg8jm46:c16-42,yfxyg8jm46,cg_cb9c6f640f08aee7,RANDOM,4,16,0.24962962962962962,322.6684265136719
360,yfxyg8jm46:c16-5,yfxyg8jm46,cg_7f9fe4a18a151cd4,RANDOM,0,16,0.24962962962962962,270.7127685546875
361,yfxyg8jm46:c16-5,yfxyg8jm46,cg_7f9fe4a18a151cd4,RANDOM,1,16,0.24962962962962965,270.7127685546875
362,yfxyg8jm46:c16-5,yfxyg8jm46,cg_7f9fe4a18a151cd4,RANDOM,2,15,0.23449170238487746,270.7127685546875
363,yfxyg8jm46:c16-5,yfxyg8jm46,cg_7f9fe4a18a151cd4,RANDOM,3,16,0.2498164633476206,270.7127685546875
364,yfxyg8jm46:c16-5,yfxyg8jm46,cg_7f9fe4a18a151cd4,RANDOM,4,16,0.24962962962962962,270.7127685546875
365,ykhs7s2dck:q8-15,ykhs7s2dck,cg_60c6812942ba2332,RANDOM,0,16,0.24962962962962962,260.08502197265625
366,ykhs7s2dck:q8-15,ykhs7s2dck,cg_60c6812942ba2332,RANDOM,1,16,0.24962962962962965,260.08502197265625
367,ykhs7s2dck:q8-15,ykhs7s2dck,cg_60c6812942ba2332,RANDOM,2,15,0.23449170238487746,260.08502197265625
368,ykhs7s2dck:q8-15,ykhs7s2dck,cg_60c6812942ba2332,RANDOM,3,16,0.2498164633476206,260.08502197265625
369,ykhs7s2dck:q8-15,ykhs7s2dck,cg_60c6812942ba2332,RANDOM,4,16,0.24962962962962962,260.08502197265625
370,ykhs7s2dck:q8-2,ykhs7s2dck,cg_93e604617899fa5f,RANDOM,0,16,0.24962962962962962,219.15264892578125
371,ykhs7s2dck:q8-2,ykhs7s2dck,cg_93e604617899fa5f,RANDOM,1,16,0.24962962962962965,219.15264892578125
372,ykhs7s2dck:q8-2,ykhs7s2dck,cg_93e604617899fa5f,RANDOM,2,15,0.23449170238487746,219.15264892578125
373,ykhs7s2dck:q8-2,ykhs7s2dck,cg_93e604617899fa5f,RANDOM,3,16,0.2498164633476206,219.15264892578125
374,ykhs7s2dck:q8-2,ykhs7s2dck,cg_93e604617899fa5f,RANDOM,4,16,0.24962962962962962,219.15264892578125
375,ykhs7s2dck:q8-22,ykhs7s2dck,cg_ca08b9786e924e66,RANDOM,0,16,0.24962962962962962,235.01319885253906
376,ykhs7s2dck:q8-22,ykhs7s2dck,cg_ca08b9786e924e66,RANDOM,1,16,0.24962962962962965,235.01319885253906
377,ykhs7s2dck:q8-22,ykhs7s2dck,cg_ca08b9786e924e66,RANDOM,2,15,0.23449170238487746,235.01319885253906
378,ykhs7s2dck:q8-22,ykhs7s2dck,cg_ca08b9786e924e66,RANDOM,3,16,0.2498164633476206,235.01319885253906
379,ykhs7s2dck:q8-22,ykhs7s2dck,cg_ca08b9786e924e66,RANDOM,4,16,0.24962962962962962,235.01319885253906
380,ykhs7s2dck:q8-33,ykhs7s2dck,cg_a841812423416444,RANDOM,0,16,0.24962962962962962,215.7657928466797
381,ykhs7s2dck:q8-33,ykhs7s2dck,cg_a841812423416444,RANDOM,1,16,0.24962962962962965,215.7657928466797
382,ykhs7s2dck:q8-33,ykhs7s2dck,cg_a841812423416444,RANDOM,2,15,0.23449170238487746,215.7657928466797
383,ykhs7s2dck:q8-33,ykhs7s2dck,cg_a841812423416444,RANDOM,3,16,0.2498164633476206,215.7657928466797
384,ykhs7s2dck:q8-33,ykhs7s2dck,cg_a841812423416444,RANDOM,4,16,0.24962962962962962,215.7657928466797
385,ykhs7s2dck:q8-34,ykhs7s2dck,cg_f28b9720dbc7e026,RANDOM,0,16,0.24962962962962962,235.4805145263672
386,ykhs7s2dck:q8-34,ykhs7s2dck,cg_f28b9720dbc7e026,RANDOM,1,16,0.24962962962962965,235.4805145263672
387,ykhs7s2dck:q8-34,ykhs7s2dck,cg_f28b9720dbc7e026,RANDOM,2,15,0.23449170238487746,235.4805145263672
388,ykhs7s2dck:q8-34,ykhs7s2dck,cg_f28b9720dbc7e026,RANDOM,3,16,0.2498164633476206,235.4805145263672
389,ykhs7s2dck:q8-34,ykhs7s2dck,cg_f28b9720dbc7e026,RANDOM,4,16,0.24962962962962962,235.4805145263672
390,ykhs7s2dck:q8-37,ykhs7s2dck,cg_a064df3d047f4519,RANDOM,0,16,0.24962962962962962,248.33407592773438
391,ykhs7s2dck:q8-37,ykhs7s2dck,cg_a064df3d047f4519,RANDOM,1,16,0.24962962962962965,248.33407592773438
392,ykhs7s2dck:q8-37,ykhs7s2dck,cg_a064df3d047f4519,RANDOM,2,15,0.23449170238487746,248.33407592773438
393,ykhs7s2dck:q8-37,ykhs7s2dck,cg_a064df3d047f4519,RANDOM,3,16,0.2498164633476206,248.33407592773438
