study_name,trial_id,outer_fold,state,failure_reason,inner_mae__74t7kcdgkr,inner_mae__cgtnjyggtm,inner_mae__w68dtmpfyf,inner_mae__xcmzfsbd9t,inner_mae__yfxyg8jm46,inner_mae__ykhs7s2dck,mean_mae,worst_mae,domain_sd,objective,accepted_proposals,proposed_variants,acceptance_rate,acceptance_by_domain,control_id,decomposition_family,band,decomposition_parameters,alpha,K_train,K_test,marginalization_stage,feature_layer,feature_aggregation,prediction_aggregation,morphology_beta,consistency,consistency_weight,pca_dimension,regressor,regressor_parameters,seed,runtime_seconds,config_sha256,search_view_sha256,candidate_sha256,evidence_sha256
d8::74t7kcdgkr,53,74t7kcdgkr,COMPLETE,,,0.13556675157563533,0.0898299548226907,0.07114492286873099,0.1255423657801033,0.07897043117579206,0.10021088524459047,0.13556675157563533,0.02567283375261763,0.13666985651376107,1724,1848,0.9329004329004329,"{""cgtnjyggtm"":{""acceptance_rate"":0.9821428571428571,""accepted_proposals"":385,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.8168604651162791,""accepted_proposals"":281,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.9216101694915254,""accepted_proposals"":435,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9880952380952381,""accepted_proposals"":332,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9572368421052632,""accepted_proposals"":291,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":2.820422880058686}",-0.4257158757359787,4,8,prediction,global,mean,mean,,pairwise_ranking,0.006086215527441504,8,ridge,"{""alpha"":51.62205841925153}",20260873,90.4339571041055,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,99e4bac83b0de066833c5468d47fef15ed1b363b429cf778a913fcd7e4643be6,4a5b3101cfaa03625e20d8a17e0629a4c9eb1e3d2aedd2a2fb217807228a56fd
d8::74t7kcdgkr,54,74t7kcdgkr,COMPLETE,,,0.13527294231876125,0.09162094588321765,0.07119479765972775,0.1262226100227092,0.07868001571904629,0.10059826232069242,0.13527294231876125,0.025630084302241583,0.1369795063306069,1736,1848,0.9393939393939394,"{""cgtnjyggtm"":{""acceptance_rate"":0.9846938775510204,""accepted_proposals"":386,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.8401162790697675,""accepted_proposals"":289,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.9279661016949152,""accepted_proposals"":438,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9851190476190477,""accepted_proposals"":331,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9605263157894737,""accepted_proposals"":292,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":2.9223178536796333}",-0.37155628497655324,4,8,prediction,global,mean,mean,,pairwise_ranking,0.004982585916660773,8,ridge,"{""alpha"":54.912999043480696}",20260874,92.15709389001131,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,471506a1317b61fe7a43047a463aef78ec55156c85271ef617f94314591e3f5b,54baea7afa85fc7da20d0b4e8ec45c3916b779cf7c4d047d899a1fee13e89d99
d8::74t7kcdgkr,55,74t7kcdgkr,COMPLETE,,,0.13577453361161101,0.0882293636117533,0.07115485989582974,0.12504084908774613,0.07933360392991076,0.09990664202737018,0.13577453361161101,0.025708005425344158,0.13642107597280737,1702,1848,0.920995670995671,"{""cgtnjyggtm"":{""acceptance_rate"":0.9770408163265306,""accepted_proposals"":383,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.7790697674418605,""accepted_proposals"":268,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.9088983050847458,""accepted_proposals"":429,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9821428571428571,""accepted_proposals"":330,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9605263157894737,""accepted_proposals"":292,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":2.824543350191041}",-0.47573833796099685,4,8,prediction,global,mean,mean,,pairwise_ranking,0.027293647440817647,8,ridge,"{""alpha"":46.36436882654926}",20260875,88.97603890532628,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,d1e28811a217c5261bd2ac1d9255cec024b804045f30f93264f4e6fb8ac2b937,3d932fbdf6e3bb48f4ba2df64901cdb95342f12f8620555f391d1729a3039f8c
d8::74t7kcdgkr,56,74t7kcdgkr,COMPLETE,,,0.20221722754297025,0.22266401575587533,0.1587023038425472,0.22556365164018072,0.23882342965188058,0.2095941256866908,0.23882342965188058,0.028016410022442546,0.27210162410190525,1706,1848,0.9231601731601732,"{""cgtnjyggtm"":{""acceptance_rate"":0.9821428571428571,""accepted_proposals"":385,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.7965116279069767,""accepted_proposals"":274,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.8983050847457628,""accepted_proposals"":424,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9851190476190477,""accepted_proposals"":331,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9605263157894737,""accepted_proposals"":292,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":2.79159848689197}",-0.46071163496749623,4,8,prediction,global,mean,mean,,pairwise_ranking,0.0017091694400314158,8,kernel_ridge,"{""alpha"":27.019756717343313,""gamma"":0.00014398035063954172}",20260876,91.75732131488621,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,686b6b9f837d106408d6ba5a64c79ad65f10c7b712d7ee86adee5aabb25ea312,b94304e9dadac9f07a8a19e50a8dde51e37cc3e0862bd431e32b224db5b79daa
d8::74t7kcdgkr,57,74t7kcdgkr,COMPLETE,,,0.15415443196239606,0.1172680320342842,0.13104116332494564,0.13044325608844048,0.2025998972195225,0.14710135612591776,0.2025998972195225,0.030183715007576817,0.20076970193155608,1817,1848,0.9832251082251082,"{""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":392,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.9534883720930233,""accepted_proposals"":328,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.9851694915254238,""accepted_proposals"":465,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":1.0,""accepted_proposals"":336,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9736842105263158,""accepted_proposals"":296,""proposed_variants"":304}}",B8,gaussian,mid,"{""sigma"":3.247380965909029}",-0.3452902476087303,4,8,prediction,multi_layer,mean,mean,,pairwise_ranking,0.011745513587482511,32,shallow_mlp,"{""alpha"":0.4784002197452908,""hidden_layer_size"":8}",20260877,89.69069665903226,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,460d68c4f5eb1285ccd70d56ce7ab8b27195e392057d3b116742001d0dc73b53,0a2a637a65a9bba31c834cac437425d36b5e38691232d1a2f0bbd29320ea54fc
d8::74t7kcdgkr,58,74t7kcdgkr,PRUNED,"morphology_acceptance:cgtnjyggtm,w68dtmpfyf,xcmzfsbd9t,ykhs7s2dck",,0.13550427586072766,0.1019810326646183,0.07199946505524532,0.12826752119136856,0.07990148458740143,0.10353075587187226,0.13550427586072766,0.025255415035063244,,860,1848,0.4653679653679654,"{""cgtnjyggtm"":{""acceptance_rate"":0.5280612244897959,""accepted_proposals"":207,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.0872093023255814,""accepted_proposals"":30,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.5699152542372882,""accepted_proposals"":269,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.6815476190476191,""accepted_proposals"":229,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.41118421052631576,""accepted_proposals"":125,""proposed_variants"":304}}",B8,gaussian,low,"{""sigma"":3.1565002896948355}",-0.3722869047025444,2,8,prediction,global,mean,mean,,pairwise_ranking,0.22467881106968152,8,pls,"{""n_components"":4}",20260878,89.22301910119131,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,e4c60386363284fd26e97562aaef6765a5ea9dcc1d2b6224759844a1db079ee3,475125d2bfe9375621f81586e2e3c22a5416bffddb21f2e1457ae3dd23183da3
d8::74t7kcdgkr,59,74t7kcdgkr,COMPLETE,,,0.1514575695104886,0.08296181680871016,0.0808039279986806,0.1441398389301911,0.06325636899098284,0.10452390444781065,0.1514575695104886,0.03606317115815517,0.14599461394124832,1659,1848,0.8977272727272727,"{""cgtnjyggtm"":{""acceptance_rate"":0.9566326530612245,""accepted_proposals"":375,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.7325581395348837,""accepted_proposals"":252,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.8877118644067796,""accepted_proposals"":419,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9642857142857143,""accepted_proposals"":324,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9506578947368421,""accepted_proposals"":289,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":4.127825494394108}",-0.4918474254098766,1,8,prediction,global,mean,mean,,pairwise_ranking,0.1851153848971146,4,ridge,"{""alpha"":66.6377289835455}",20260879,87.12174189276993,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,b6207853f184b51ad2dab51741e9a7f59eecf6659d475802925f293240f3355e,0258e3299495f99916dab59d163149ff4f1e8ab0ab09005efaf3db6b3e059cdb
d8::74t7kcdgkr,60,74t7kcdgkr,COMPLETE,,,0.1495043568806878,0.13611507534905312,0.10056071247399251,0.1588213839682596,0.05978274576042823,0.12095685488648425,0.1588213839682596,0.03643275540763494,0.16430547641931265,1767,1848,0.9561688311688312,"{""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":392,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.872093023255814,""accepted_proposals"":300,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.940677966101695,""accepted_proposals"":444,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9791666666666666,""accepted_proposals"":329,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.993421052631579,""accepted_proposals"":302,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":1.7855458759337852}",-0.3130957605532441,8,8,prediction,global,mean,mean,,pairwise_ranking,0.014177285821818751,64,hist_gradient_boosting,"{""l2_regularization"":9.1412048884687,""learning_rate"":0.010890884472726665,""max_leaf_nodes"":4}",20260880,89.39045228203759,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,bace2721a1d5fdeaa09586dd74e44f48672a27b17197e2918405c0c2f0a81c04,bb9032fd717eaba9b7e18b4031f566a40bc9de822ebf9de37b08d61d8fa5385b
d8::74t7kcdgkr,61,74t7kcdgkr,COMPLETE,,,0.13506511770558857,0.08995709782530083,0.06980500040718422,0.12776093380774545,0.07804640241033874,0.10012691043123156,0.13506511770558857,0.026437510192627942,0.1365369408768915,1730,1848,0.9361471861471862,"{""cgtnjyggtm"":{""acceptance_rate"":0.9846938775510204,""accepted_proposals"":386,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.8284883720930233,""accepted_proposals"":285,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.9300847457627118,""accepted_proposals"":439,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9851190476190477,""accepted_proposals"":331,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9506578947368421,""accepted_proposals"":289,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":2.565001334541556}",-0.4188524549998785,4,8,prediction,global,mean,mean,,pairwise_ranking,0.002511199090504953,8,ridge,"{""alpha"":180.10158392608298}",20260881,92.00385432271287,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,eb324381f56119e70ece2df1d76eb0d1381dc208b0e8641c6f789c251f6e23c0,30a6ea8f82fc806a5450be836578e5150ae69388fbaf8a71c01713b02092f3e3
d8::74t7kcdgkr,62,74t7kcdgkr,COMPLETE,,,0.13498142119064313,0.09030867866806834,0.06959851461598786,0.12815327581766933,0.07779398373863455,0.10016717480620066,0.13498142119064313,0.026561047462842595,0.1365686348501457,1730,1848,0.9361471861471862,"{""cgtnjyggtm"":{""acceptance_rate"":0.9846938775510204,""accepted_proposals"":386,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.8255813953488372,""accepted_proposals"":284,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.9279661016949152,""accepted_proposals"":438,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9851190476190477,""accepted_proposals"":331,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9572368421052632,""accepted_proposals"":291,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":2.8455634259483897}",-0.414285260128754,4,8,prediction,global,mean,mean,,pairwise_ranking,0.019079155762253185,8,ridge,"{""alpha"":213.85696568291505}",20260882,89.85058717895299,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,aad18e5f62769b016f8fd8ceaeebdb8d6d223cfd0601081ed54ad63836d3621e,6ef000641d4fadabf9e421ec85792d3de9434484f4f3ddd300e8d7694225ee81
d8::74t7kcdgkr,63,74t7kcdgkr,COMPLETE,,,0.13475390784662117,0.09030907367706767,0.06891140227626415,0.12943307316131342,0.07710057824775661,0.1001016070418046,0.13475390784662117,0.02705138356678947,0.13649522236013883,1729,1848,0.9356060606060606,"{""cgtnjyggtm"":{""acceptance_rate"":0.9821428571428571,""accepted_proposals"":385,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.8255813953488372,""accepted_proposals"":284,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.9279661016949152,""accepted_proposals"":438,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9851190476190477,""accepted_proposals"":331,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9572368421052632,""accepted_proposals"":291,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":2.792965580064009}",-0.41635536505080983,4,8,prediction,global,mean,mean,,pairwise_ranking,0.16579912888414886,8,ridge,"{""alpha"":300.03449238073813}",20260883,91.01864946261048,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,70b358c357c0c590660d5f5a1acdb9a685d103cbcc040c0e25f2dd1d7408b231,a71f08b62734df2803d2b87f4434c8628907b94f260ee4794c5ca3a61a25900c
d8::74t7kcdgkr,64,74t7kcdgkr,COMPLETE,,,0.18159087606834357,0.15319619270342869,0.174704937283994,0.25189121590670294,0.09346383990198513,0.17096941237289087,0.25189121590670294,0.05098648649597646,0.23904086499916424,1725,1848,0.9334415584415584,"{""cgtnjyggtm"":{""acceptance_rate"":0.9821428571428571,""accepted_proposals"":385,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.8197674418604651,""accepted_proposals"":282,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.923728813559322,""accepted_proposals"":436,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9851190476190477,""accepted_proposals"":331,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9572368421052632,""accepted_proposals"":291,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":2.822253712079983}",-0.4192126860376816,4,8,prediction,global,mean,mean,,pairwise_ranking,0.14895037980426395,8,elastic_net,"{""alpha"":0.8468423808172535,""l1_ratio"":0.9066997462862667}",20260884,91.42306126421317,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,7bcbe5bdce287bde79650c53283d5d22eb437d95d4c745162110f413bb4bff6b,bfbe9c5cb33a0fb2f12902287951ffc9c8550600dd12233010dbf98e8428adde
d8::74t7kcdgkr,65,74t7kcdgkr,COMPLETE,,,0.13461278085775974,0.09057027369237314,0.06909599749603469,0.1295282087336533,0.0769944908069377,0.10016035031735171,0.13461278085775974,0.026992820196630227,0.13651282755145466,1739,1848,0.941017316017316,"{""cgtnjyggtm"":{""acceptance_rate"":0.9846938775510204,""accepted_proposals"":386,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.8401162790697675,""accepted_proposals"":289,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.9322033898305084,""accepted_proposals"":440,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9851190476190477,""accepted_proposals"":331,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9638157894736842,""accepted_proposals"":293,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":2.417279663540688}",-0.39831646734596193,4,8,prediction,global,mean,mean,,pairwise_ranking,0.0031719845386869853,8,ridge,"{""alpha"":272.4519856418163}",20260885,90.09747224720195,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,cbd71acd415f355a9e0b80cffea630c6c12552c9f9660c605a57dd8675bb5551,2cbcd344547808836e2eacf57a73c11402af1f46b81af65e1e3032769df7ae8d
d8::74t7kcdgkr,66,74t7kcdgkr,COMPLETE,,,0.14233002509234435,0.08481271332399651,0.09085702523080846,0.1440929411253932,0.07931404664121594,0.1082813502827517,0.1440929411253932,0.02875855003107323,0.14718044056720733,1708,1848,0.9242424242424242,"{""cgtnjyggtm"":{""acceptance_rate"":0.9846938775510204,""accepted_proposals"":386,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.8081395348837209,""accepted_proposals"":278,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.9004237288135594,""accepted_proposals"":425,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9851190476190477,""accepted_proposals"":331,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9473684210526315,""accepted_proposals"":288,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":2.3485357424810585}",-0.4268668643848797,4,8,prediction,multi_layer,mean,mean,,pairwise_ranking,0.13390454675316604,8,ridge,"{""alpha"":335.0562291578781}",20260886,86.90847208490595,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,29ff170bf284892e799d2fd7659acf7e1f55a6a75d8f49cb6dee97800e24fc45,547fa50f7bf2f8d308fbb76836b34e71591e787331a6892cd0419a23452a230b
d8::74t7kcdgkr,67,74t7kcdgkr,COMPLETE,,,0.18874818103200536,0.1759315994806475,0.1964935092234007,0.25642610222511153,0.14838154265526374,0.19319618692328575,0.25642610222511153,0.0355952176570663,0.2608622342452702,1672,1848,0.9047619047619048,"{""cgtnjyggtm"":{""acceptance_rate"":0.9770408163265306,""accepted_proposals"":383,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.7441860465116279,""accepted_proposals"":256,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.8813559322033898,""accepted_proposals"":416,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9702380952380952,""accepted_proposals"":326,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9572368421052632,""accepted_proposals"":291,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":4.007944794221419}",-0.493545174656991,4,8,prediction,layer3,mean,mean,,pairwise_ranking,0.12282197617300226,8,svr,"{""C"":37.35863257254488,""epsilon"":0.24709287607079347,""gamma"":3.5132986094415295}",20260887,88.10367651935667,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,e23fbb047e82347691bfeb9a4656c5b384886fd7daba066f84814d1e9a886807,cd5e17e7cacd7ccf5c16cf46618d5052141c15710b4963425f2de8c68579de56
d8::74t7kcdgkr,68,74t7kcdgkr,COMPLETE,,,0.13479722791494445,0.1014719403453333,0.07082929839859069,0.13026399425139207,0.07770338980204719,0.10301317014246154,0.13479722791494445,0.026197693462188268,0.1393322464674165,1814,1848,0.9816017316017316,"{""cgtnjyggtm"":{""acceptance_rate"":1.0,""accepted_proposals"":392,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.9447674418604651,""accepted_proposals"":325,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.9851694915254238,""accepted_proposals"":465,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":1.0,""accepted_proposals"":336,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9736842105263158,""accepted_proposals"":296,""proposed_variants"":304}}",B8,gaussian,mid,"{""sigma"":2.9308825579446016}",-0.4047733064649239,4,8,prediction,global,mean,mean,,pairwise_ranking,0.2913144122746751,8,ridge,"{""alpha"":174.1298014039892}",20260888,87.5336500541307,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,d0ecb122c6ec66a23cc4aa4c647605af473059149bed47eddf989f72020b77f4,83055ba2710e169db5bdf714447ef9a3bd783fbd25d8c9c062edf2a95a441def
d8::74t7kcdgkr,69,74t7kcdgkr,PRUNED,morphology_acceptance:w68dtmpfyf,,0.13361984061605237,0.0897929978873407,0.06789663279764453,0.13490181025133272,0.07928073890330117,0.10109840409113428,0.13490181025133272,0.027951724248718456,,1573,1848,0.8511904761904762,"{""cgtnjyggtm"":{""acceptance_rate"":0.9056122448979592,""accepted_proposals"":355,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.5988372093023255,""accepted_proposals"":206,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.8898305084745762,""accepted_proposals"":420,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9404761904761905,""accepted_proposals"":316,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9078947368421053,""accepted_proposals"":276,""proposed_variants"":304}}",B8,gaussian,low,"{""sigma"":3.660026934867805}",-0.2558038003481158,2,8,prediction,global,mean,mean,,pairwise_ranking,0.09632078107325683,8,huber,"{""alpha"":1.6590674548353662e-05,""epsilon"":1.0286162229835785}",20260889,91.05990161793306,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,3256b5407c9e288d69cccd91c631486e9fac9a68f0c579962ce5a8ca5733ff39,ec532470f2a2445963d19a1feece3d624c43ab1db35ddac58a531d3744b7f65a
d8::74t7kcdgkr,70,74t7kcdgkr,COMPLETE,,,0.31467642018144976,0.12508981574003977,0.23688411429350062,0.1349508521349732,0.27822363323908367,0.21796496711780938,0.31467642018144976,0.07597273610457708,0.30423134577362954,1718,1848,0.9296536796536796,"{""cgtnjyggtm"":{""acceptance_rate"":0.9872448979591837,""accepted_proposals"":387,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.7994186046511628,""accepted_proposals"":275,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.9088983050847458,""accepted_proposals"":429,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9761904761904762,""accepted_proposals"":328,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9835526315789473,""accepted_proposals"":299,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":2.3562205632162065}",-0.3335367026352175,1,8,prediction,global,mean,mean,,pairwise_ranking,0.0023948625189196583,8,shallow_mlp,"{""alpha"":1.4511213599613104e-05,""hidden_layer_size"":32}",20260890,88.64388645114377,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,2273d39fada45611b0ef9dea4aa87d55b3589d6063ad58b977ba8276ae5a64e0,cefcdc037c19d6614028803bcb87476aa45553d9653667c724005a6600fc5632
d8::74t7kcdgkr,71,74t7kcdgkr,COMPLETE,,,0.13460415681306476,0.09192238705576986,0.06632739109523049,0.1375862766567599,0.07314014031523162,0.10071607038721134,0.1375862766567599,0.03009370884846289,0.1381220104362476,1740,1848,0.9415584415584416,"{""cgtnjyggtm"":{""acceptance_rate"":0.9897959183673469,""accepted_proposals"":388,""proposed_variants"":392},""w68dtmpfyf"":{""acceptance_rate"":0.8401162790697675,""accepted_proposals"":289,""proposed_variants"":344},""xcmzfsbd9t"":{""acceptance_rate"":0.9322033898305084,""accepted_proposals"":440,""proposed_variants"":472},""yfxyg8jm46"":{""acceptance_rate"":0.9821428571428571,""accepted_proposals"":330,""proposed_variants"":336},""ykhs7s2dck"":{""acceptance_rate"":0.9638157894736842,""accepted_proposals"":293,""proposed_variants"":304}}",B8,gaussian,high,"{""sigma"":2.519818079659482}",-0.37743976845774097,4,8,prediction,global,mean,mean,,pairwise_ranking,0.013031185712698044,8,ridge,"{""alpha"":833.9199885181192}",20260891,91.26195330033079,a040eb25a95b166ca674a1744b53088b7c1b5ec14c11a88fbada953846ff119b,293f9d917791d6515d44097bdbcbaf071893afca089246b8efaae5c283a89da0,9a5f93711361ed2673854185ee2e3cf839f813c9d0f04d11ad27e9d9168afe3e,b8b1b8c6ee7e6023fadac379201adadbf5a347275ba656b861b339dca2c44af3
