specimen_id,domain_id,raw_relative_path,raw_trace_sha256,published_cai_strength_mpa,status,error,peak_row,raw_peak_mpa,peak_absolute_error_mpa,unique_extension_positions,extraction_sha256,repeat_extraction_byte_identical
q24-34,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-34 0000.CSV,9e3a3d50eda0f58b87c52179153c593e1deac27ec9c13ab652b723b0059c6331,316.33888156326378,PASS,,3668,316.33888156326378,0,2220,1721c047d018451dfe04f51ebb441b2b3a00c2303eb30547947095a67a354fbf,true
q24-35,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-35 0000.CSV,ccbb93234e5c0e94bc7ad0bf8f8738ca84653130546ee3ed948f9349a76a5247,321.20251742469532,PASS,,3724,321.2025174246952,1.1368683772161603e-13,2262,18f7302598aa0d33f7c575a429f59323c796b8f1bea571f963f7e052a4ee7397,true
q24-36,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-36 0000.CSV,1620a5bbdf6f32bb85b75881016df9e42777c020f6b933ab977d5e28131433bb,358.53266070553627,PASS,,4133,358.53266070553627,0,2482,06bbd8a2cfa043415c984261172a66562e754ea6974b5f4a0cb220346ce0272b,true
q24-37,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-37 0000.CSV,0b5987125e4275f2970a971fc8de0655bc73713f10297fbb1d09401dbee2f805,378.52270520548262,PASS,,4366,378.52270520548257,5.6843418860808015e-14,2656,bd7ce65034c166624dff225c2f22e79b9d5bf18636b4c2353647805f173af60c,true
q24-38,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-38 0000.CSV,7e2c9f2cfb5454dd4f3d056285fda333728027affc361a8a6f25008cecc99593,338.85219785521542,PASS,,4031,338.85219785521537,5.6843418860808015e-14,2528,88dfb7f7dc795a6e269c7fe978bf2ce1b244872b686c52d6d4887b022066a297,true
q24-39,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-39 0000.CSV,5982f57a14eec6de427d065a487821ce542865aa1ca51a7e3efeea3a573c2443,431.77043794447229,PASS,,4873,431.77043794447235,5.6843418860808015e-14,3061,dc515c1e4a036b26322825c92ef1b409d41257924500fedfa66f08e53146c265,true
q24-40,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-40 0000.CSV,12c90e2c873366253569c8771fe71ece741a71642d508e02a54c61fe92adc565,116.0373611371045,PASS,,3467,116.0373611371045,0,730,bd899455a3e0e0a6bd27909d44f3fc8efd7139f7cfba0294296b3b8c0e5327b8,true
q24-41,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-41 0000.CSV,75699ceb220e21accce705439cc19b4d4768900fc90553902777e22863697fef,145.1566320185774,PASS,,4345,145.1566320185774,0,612,674b40409ac1918339295dbd3f73683509088c57954fa4f69c9ad506295692cb,true
q24-42,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-42 0000.CSV,2973efb0385e49a9c1729da9a0a389283db4824e94cb71a4cfa18ef2bae07034,113.41515265662881,PASS,,3470,113.41515265662885,4.2632564145606011e-14,812,9b92fe8bdfc801b38ac2011a4e1dcfbd7ce5e178de1d9658155af814bace035d,true
q24-43,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-43 0000.CSV,edd0421cd7a3653b69c6223db17f1cd52aac0e83ddacafc1832d474cb4cce697,113.43569762687039,PASS,,3592,113.43569762687035,4.2632564145606011e-14,846,e650cd3975921a8a584cc9dde3ac858635d88c1355cece6fbddb160a2c73182d,true
q24-44,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-44 0000.CSV,7623a7e6b6352f236a8479ea94989da568c3b31e4215515a1a6f560e04a93f38,109.75041149172959,PASS,,3405,109.75041149172964,4.2632564145606011e-14,716,2e01df95e90b8fe32c24343fd2b08236411ef39f342c9831c9e2c112f2dea96f,true
q24-45,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-45 0000.CSV,2a464d5fc5762cae55d90444672797072da5eb2b3565ed1a87dbc8a7de0bbe7f,110.3718217994942,PASS,,3369,110.37182179949421,1.4210854715202004e-14,682,5547230c49f9622e54366c14a46dc23e031e0dce049588ecfe3aa32c00a52a8a,true
q24-46,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-46 0000.CSV,abc1e41f02387e5d70c32c13c51489d9deaf35ec5d4a383d4c1e8c7cef4aa7d0,118.3974964304373,PASS,,3559,118.39749643043729,1.4210854715202004e-14,697,b9346fbc1e5636d711d0553f7fa8bda7e99ffe70313e1aa1827079717d5f7527,true
q24-47,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-47 0000.CSV,59e6a066164828ca5157be80349f7d34fa0f62aa99312d256664d2110d77d267,119.8673896475662,PASS,,3744,119.8673896475662,0,635,fe17019c671cceb659b08ed7e767daf94140bcfa44a1142284ec8af61f39d383,true
q24-48,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-48 0000.CSV,0cd0e588ff21e3bfb735da77b8727df8001b99e2cf2a698e018e53bcf5fc7bd6,136.68000162232991,PASS,,4237,136.68000162232985,5.6843418860808015e-14,616,3f26acdfc29101622179306219162769d4e03fc20c4fb4a2616c1748a94e940b,true
q24-49,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-49 0000.CSV,01041e4430dbee394fb914c5f4842a1b8f12c777ca82b30106deabdc2f92b6b5,146.9254398495205,PASS,,4512,146.92543984952053,2.8421709430404007e-14,537,6a01a71faeec1089b5db860350c51d501de8794d680e4b02befeda862a96f3ab,true
q24-50,cgtnjyggtm,8scdmfdcfb/v3/4_Compression after impact testing raw data/q24-50 0000.CSV,65fded9e05cdd183388888547fabcd502db46748e222828fc9931d6aac8433af,144.78563268363999,PASS,,4245,144.78563268364002,2.8421709430404007e-14,675,8a541d386334ff3bab896ec94ac1d2bc0ffc4feffb4e446ca2c568c685d2fec4,true
q16-1,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-1 0000.CSV,5c4b535df6ea2fbe8f3ca4db08725120846d63933d33697c5bdc7f83971fde90,297.21351646554581,PASS,,3038,297.21351646554581,0,1871,db8806072cfafb98574995b5e59838815652075f45e0580e0bce278c05f3d0dc,true
q16-2,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-2 0000.CSV,82632bb72c2eb6b53bedadee79bebbb27ff6b27ceacb6f54a0b31c9a75b8aed2,304.99832039229688,PASS,,3070,304.99832039229688,0,1905,6893589737d3492654fc1286a7e21b65401b10a380e54dd430ae6c0c1f90e13c,true
q16-3,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-3 0000.CSV,78024f106cde1a00e1b85db153bdc7fb1446b2438b49ba6868bc0f7a1ed94493,352.29407719617529,PASS,,3516,352.29407719617529,0,2163,c1cb7911c77f893b4ac5abc84bfe556da93d58648dc80507ed3f5fbeb20b9984,true
q16-4,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-4 0000.CSV,20ac174dc8203ebb7b7820aec7204640d05ed949313d12b8ddc9303f1ad30afa,383.07000262751012,PASS,,3793,383.07000262751012,0,2370,91b953406a3daa4aa14dd47cf0a06250fda8535e1cc98d802136ec5d4404ea91,true
q16-5,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-5 0000.CSV,3aa7d650028b128572a7b1771bbe68d00d411f9f0be088b3160caa62b8f53e95,355.12650326592859,PASS,,3437,355.12650326592859,0,2141,ead3abb7fe69555d0899b78eb5b17d4c55479ca3a0fec6c6776240cc4cd7584d,true
q16-6,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-6 0000.CSV,8b090e7e79815c83a24538a719b114dba17eae97a81b1d8bdcea0b0924be0339,418.26733322437929,PASS,,4132,418.26733322437929,0,2574,02284c63aea98394294a8acfaa70d0d679bd381a986475d4b09d3051ba532be9,true
q16-7,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-7 0000.CSV,90fb7d8d29d789104257f022178feb66ccf3392f2284279726782048ce5f3724,222.93417011775969,PASS,,2857,222.93417011775981,1.1368683772161603e-13,1556,fa856055ec3f6f6af49e2d09fece6723b345eb2357b1c66d4d4ccfc7f1441316,true
q16-8,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-8 0000.CSV,ebcabca9bc7d261cfac8d34bea798fc6ae009d3b7c994a5e96fecd270fae6423,261.17392670180038,PASS,,2813,261.17392670180044,5.6843418860808015e-14,1693,1d7077f44d9e43eef5b1b8100cd8bbf41baf39d2df12d72d26dca28ae6f54665,true
q16-9,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-9 0000.CSV,4ae02e0c0f14ef63d31f492035bbed35382f8adf78cab66c28ed2f7530bb6fe4,228.3986690900341,PASS,,2518,228.39866909003419,8.5265128291212022e-14,1504,198fb169995e47d279f16ea23b0f3939c77fa2fc20ebd0a0af2c072d1a097ccf,true
q16-10,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-10 0000.CSV,99e090455e5eec066cf7fc994a7698c43fc0c956ce83cbd66448685483bbd604,270.59727199191582,PASS,,2875,270.5972719919157,1.1368683772161603e-13,1702,369d85485085cde5183919694e727afbcfc70a5db55b1448e918b754788e9f66,true
q16-11,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-11 0000.CSV,a0572013a3dde40d865e219ecfaf66c101cf34ff31b5b6e8c85b22d8977b5452,295.58742194548171,PASS,,3179,295.58742194548176,5.6843418860808015e-14,1882,d13b62fff6a49c0c8efb91752a4c24b32f5efa880bed475ce6fb7ea4b18813ab,true
q16-12,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-12 0000.CSV,2801b814c83d0272d555d99782598357c061570eb00fa8a9543196fa00131a76,279.48171122786948,PASS,,3017,279.48171122786954,5.6843418860808015e-14,1896,947dbd9bb654ddeba257b99b8bbf307982b8d70a17fb51157c023e944c74ba65,true
q16-13,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-13 0000.CSV,268407d79bed887bea60462f7cdc77d33b0f04177947b814bc79c61fefb27ab7,422.35325491087701,PASS,,4276,422.35325491087701,0,2667,64dd8f566d5ddd060074aeadfbdd4bff86efadd42549df16bf338afd1b0b4c9c,true
q16-14,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-14 0000.CSV,ada224eb83355367b58a01874d70210b5a1549ee20d48266cc68077545d4a973,404.24544668088691,PASS,,4139,404.24544668088686,5.6843418860808015e-14,2574,3c9ba2aa3f33f0d669f865bb5a52ad09247c74f749295f212d2e0ec90a875eb9,true
q16-15,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-15 0000.CSV,c289ec229995c7a4ab46d67f2b4ddc3537ea5a5709b16c09ff817a2c589f7a31,398.93413463857371,PASS,,4262,398.9341346385736,1.1368683772161603e-13,2612,567477bfa3a607cb95863e318507645b838aadfc3f6f57e2822d92f0299e6d89,true
q16-16,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-16 0000.CSV,2878bdb997d2f48a05697adacb34ea60260cde214c1d0bbf51dec4a0773f8877,411.07649729704031,PASS,,4233,411.07649729704031,0,2565,4c1594c0c92af78e4b495a8de766eb74605da814b8e38ef76dcf457a6730100f,true
q16-17,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-17 0000.CSV,c073c83461a8a7021d6b71a785850b78a43cbbcd40c9f5acbf6c8ff30a809add,388.00143446845732,PASS,,3917,388.00143446845732,0,2427,614ae77e265b6f1f2b0c2f939ed003e2849cd555db2e15d2e496adf2c8afcd07,true
q16-18,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-18 0000.CSV,6efba77f19b072af5ebac43b55c4edcf216b67e98cf69782b7fde1911d9a28fd,404.11954845743452,PASS,,4290,404.11954845743446,5.6843418860808015e-14,2593,0bc433e480e3bef40e54eeb8d3e5e9e075e50f833814f9416804951556eccd34,true
q16-19,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-19 0000.CSV,0bac31c19376623fdfd7cfd65d8c8f7fdc1bdad985212c83b10b030bc62229f2,426.5519769807766,PASS,,4226,426.5519769807766,0,2686,aeb4c7273ebda111b54079a54877f34a9cb647129880ecff9c896cdca26ae169,true
q16-20,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-20 0000.CSV,82efc3cb4e1a5d9e0ed6f76a4398ff2ba53fa6ae19cd5fb44215ab0313642829,363.37216855859009,PASS,,3874,363.3721685585902,1.1368683772161603e-13,2429,7eab164d0cdadceb0783a335127aed55b1303557d2ec584248f4818f7d11cc8c,true
q16-21,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-21 0000.CSV,d6350d9c04c73537cdb6ff8934e19813d37470704a844e7e6ee88216e0ee841a,414.73440908958628,PASS,,4142,414.73440908958628,0,2551,d9206fc53aa7be4ab176c8610c2dfc9786819dc10ae77c4e27c2eb01d195b648,true
q16-22,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-22 0000.CSV,06601206ceada4d91ad30179358095543aa3ad3e4582bcfafc9c34702c9d4fbb,413.61015211481902,PASS,,4025,413.61015211481902,0,2537,d5779b9168e68b5702fc61fdcde8ac85dff55ddb8d12c017cc07ce58ad8a7dea,true
q16-23,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-23 0000.CSV,64baad015569be86086cf7c88785327ae57d2a0fe26a3589f7dd6c75461bf09f,374.1396746923258,PASS,,3905,374.13967469232574,5.6843418860808015e-14,2450,e415f7f267665003518f2bf0e7f11511ebb0bb8751ef5b10cb5a916afa9dcb93,true
q16-24,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-24 0000.CSV,ea656c9437f200a15a9ec81860a1940ec84f2942794c7fa2208717a577e427e6,384.61640556938482,PASS,,3954,384.61640556938477,5.6843418860808015e-14,2405,2fafbf4031b1cf2e223a07b84d3305c8b50aa3bb0463431111b584541e93e143,true
q16-25,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-25 0000.CSV,62ffc906e07d783bbf4057ee8d2c6b84666982aa0ae3c45a4b4099c6c1c3d85c,346.39054201556752,PASS,,3554,346.39054201556758,5.6843418860808015e-14,2157,66b500b7f9977b86a10836c0ccffa0b8a4a58aaf3b07639634514055f72f18b1,true
q16-26,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-26 0000.CSV,972f4fa5f5c70b3141d5eb758b5174997602434f83b04c39e9c071827f76c5b3,334.50459585789753,PASS,,3417,334.50459585789741,1.1368683772161603e-13,2128,12415f9438c137cedb269f7ba4a02a105607127ebd8f5dfde77a6c382415c84b,true
q16-27,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-27 0000.CSV,4a71bac643d1f4f47984787458ff252e0e68ccba50c3308a4f70667a54c3f912,350.8853035718455,PASS,,3635,350.88530357184555,5.6843418860808015e-14,2257,35fd2b5130c12c2ef836b7f36295b39ecf201e1569d82f8648d02738dde873f9,true
q16-28,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-28 0000.CSV,fa8917e1fb8b4f0c32dbc6d774b32467e6a1255a21231d91f25e1cd60fff0c44,221.13906084545329,PASS,,2492,221.13906084545329,0,1519,d8d2ffcbe33f04f59cd88c44c4f14c7ac434cb253e9398fd29067fbff87cdc13,true
q16-29,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-29 0000.CSV,a9883a6fd7015b4f72791906f27ed8cd4bc0051f9556575f7290b02b92c8c876,338.54833764023948,PASS,,3940,338.54833764023959,1.1368683772161603e-13,2319,2719e7821c0cc6be4be965f5592620b4fd7571fae06db8533c9fb864007336d4,true
q16-30,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-30 0000.CSV,1535497da8da43fc86dca3d38fc6b9d17e14b1d9d74df4eb39a2f794f985c75a,325.28231312417438,PASS,,3486,325.28231312417438,0,2082,885f711706f890b1795f25cb222739816b308b21f5cf464c7e01e593bdd468df,true
q16-31,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-31 0000.CSV,346c0fe659b91b5db4dce65e673a5d8ce08d27942f5f888b7ba86ffe19a7e8ca,355.5688503340312,PASS,,3580,355.56885033403125,5.6843418860808015e-14,2201,dd705c792ae165cab26172c40d2132ff787290f41243cc4c5e761a6769f17ce9,true
q16-32,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-32 0000.CSV,50b1efc2837e745faf7917a6f1d991189b260688bc94fc6701d465a251d8b929,251.03437014420641,PASS,,2649,251.03437014420638,2.8421709430404007e-14,1583,674786a1d0a4369f7aa42b2ece279b1eb9170a556019b5fe255b971e2d7aa8ae,true
q16-33,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-33 0000.CSV,009cfea66c1e8dc37d227c3db1a70be0860f43e7857289717742ad0c8ce62fc8,257.2702348149341,PASS,,2641,257.2702348149341,0,1623,db0cfb7b2dff2547ebe4ef1beacf7478da1a479c242dfcbe145b9ce6295acf63,true
q16-34,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-34 0000.CSV,da2eee50f5a2194b440abfad52674f2a38d398128547cf178f41aaecbda728aa,259.13231915910711,PASS,,2837,259.13231915910711,0,1737,6558bbf825b6378ac2a2702003732f2a18ca12e53dedf0f6c36cac79d1e4b70b,true
q16-35,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-35 0000.CSV,a559a778f99bdcd828e9b913f4de0bfa5d889aeddd8a3c673eafacf8de196def,287.75910699380779,PASS,,3002,287.7591069938079,1.1368683772161603e-13,1831,b0ef0242ad4f51491c6595d5d666381fe3328f6334a5b5a27895a32abaee9a72,true
q16-36,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-36 0000.CSV,8109e043297c056f44c67cfa0a63a95ddd6719b24b3c502bf4d988e802434fbb,290.9002601359004,PASS,,3029,290.90026013590034,5.6843418860808015e-14,1830,13dabb5092233474720847712b391305d368c7d402ec3fc6948a77f166cb9b5f,true
q16-37,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-37 0000.CSV,9ca8a6be0fc8b589707e3d3e6b3528ba1937b4b75995453a6f420b138f70004e,286.96379919021882,PASS,,3038,286.96379919021877,5.6843418860808015e-14,1868,4616801fa4ff1750d1246a4d5ebe63f93d89dfee5914c7235074f2a001a7c721,true
q16-38,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-38 0000.CSV,8d96fe816986435652e3f86b0b0a5092b6401930fd4b357362c17624924aab5c,344.63582910318831,PASS,,3443,344.6358291031882,1.1368683772161603e-13,2130,6f16a2e24eb871d2bb5d70c6a5f8ad2538d060c2212f886e566c62d2fa97746e,true
q16-39,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-39 0000.CSV,7e3137a7d2893bd83addb804a22ed4836f0c4fc0397044c942360ef8b72216c0,357.85095980327031,PASS,,3638,357.85095980327026,5.6843418860808015e-14,2233,f5dcf154c4be75df54ec1398bb9c718057c65a05376b6d30de5ed2ca1a89ebed,true
q16-40,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-40 0000.CSV,31b50c39b89015a6eb9b02b738f5a56ccc4d052bd869a2ebc4797d0233ef1ea1,354.05033941842822,PASS,,3521,354.05033941842817,5.6843418860808015e-14,2163,196fef7b742cd6b3e7f9a5820a4d0be8b51cc4634a934dab5a2791ef13e68036,true
q16-41,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-41 0000.CSV,733555d2657b5432bbdd27b7765baf5f47ccc90d7e9f1ae44d82bfb8df734c0f,367.20512425590152,PASS,,3892,367.20512425590147,5.6843418860808015e-14,2440,eae5c688fbb332c685e1b308da0d49ba82a19d14f5f78b8c197de737655497cd,true
q16-42,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-42 0000.CSV,f1dab98e4d0ee885c925479f98d5e7ef1ada31a23ccc543ff331a36d9f02e3e8,245.52567890282529,PASS,,2541,245.52567890282523,5.6843418860808015e-14,1501,21a20ab7cc2a018069f0aa168d7bc6aaca70b70e4bbd36850cceedbd35af6378,true
q16-43,w68dtmpfyf,8scdmfdcfb/v3/4_Compression after impact testing raw data/q16-43 0000.CSV,fcac9b79c4dbd7c3617bd851d7fb5d899430ee2f90ea049b537559a4ee75b629,302.28199278871432,PASS,,3103,302.28199278871432,0,1841,9ade9f0051c9da28b287f14218d502db8fe50745b7cdc508897a490a8f3fa31c,true
c24-2,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-2 0000.CSV,b123e5a1977b85d280a530ea9550408d537b626ef3858240ac043fe103fd8fd2,208.41207806611129,PASS,,2386,208.41207806611135,5.6843418860808015e-14,1401,de0ba84af4684d6494d996f27aba389129799d1d05bd6fad3759a82c06a2c431,true
c24-3,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-3 0000.CSV,af3716f44df7303b14d565217a470682fecf09e08e6e2f279327401b7870ece2,247.69610611070161,PASS,,2579,247.69610611070163,2.8421709430404007e-14,1568,02aa0f28ac13bad7f9c748f7d767d20956aaf70a85da9ddbc78461c8609091c2,true
c24-5,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-5 0000.CSV,c71dd7cdc15c308459020c93935ca5a456cbd23bb02499213e2d605ae1f1b857,310.39942593316317,PASS,,3077,310.39942593316317,0,1820,648842891eb4dd932635267e8fafdac74af63bd401aee0cbb3379ba0d7176056,true
c24-6,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-6 0000.CSV,ccc9ae95431747badddb248903e914771f2d2d9eb23c0105bd45bfcf2bf29673,291.26531172278737,PASS,,3040,291.26531172278737,0,1892,6e78dc2ebff794151d50ba435e608a3b1bf38db81fb9fdfd7bda422db4e59041,true
c24-6t,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-6t 0000.CSV,f1851367d9fcfdff50c81d7114f2a146217c1ccb5848e872493033854834c959,264.84558091685727,PASS,,3115,264.84558091685727,0,1786,b69e494d9087ab8e15dda3346bf67502094663b7939db18d70947458ad5b9c23,true
c24-7,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-7 0000.CSV,0fd67a93ecddb3551e52145484ecdb9cc1cbf01cc9e6fdfae72c411f87ddd73b,250.2827843431505,PASS,,2703,250.28278434315047,2.8421709430404007e-14,1559,0c1319ff62d56474231192db8ea241e59daf7e2a1337f2f55acea817c02f8bc2,true
c24-8,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-8 0000.CSV,db138411fe7753d78e27113725cef020a5e8a76902cfa1365ba760f3b35b7c83,216.3135106383908,PASS,,2638,216.31351063839077,2.8421709430404007e-14,1498,1da5b11e33ef629295bc76698ca327b4b35b8da657e73b2b61c59e475c671b9b,true
c24-8t,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-8t 0000.CSV,991d5e820b85aac4d614e3e754c8ad2073fb817fb2e17c05815322241866d199,319.36170874513431,PASS,,3275,319.36170874513425,5.6843418860808015e-14,1961,5012ae0fd6263587cfe90cea542044947dc7b81690e0b2cb3541c864bc1fbcdc,true
c24-9,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-9 0000.CSV,277f194e2f0384d8a3f9daf96058d0f3f1816a8791992189c28cbdd9556a06b5,248.41022877314009,PASS,,2596,248.41022877314006,2.8421709430404007e-14,1561,115951294785759013449e4c3d4fe6eeb11e2ef6d4ef507dd2ad31d9e24088c6,true
c24-9t,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-9t 0000.CSV,237bc9a96ae5a800db4a9fc44de591f1733796becc35be4efe9f02571355545f,278.25362469317793,PASS,,2891,278.25362469317793,0,1767,e4d1f1111723fe49cb4517e566a0966f777293c7343f772d014d85eb83de60a2,true
c24-10,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-10 0000.CSV,2f70547a66a9dbb9786ce41320a4daf132f676c8c6da5ba9d385182c106b2700,299.32520684120732,PASS,,3054,299.32520684120732,0,1825,f5055c3a723164434e71326cdac22907ca236a151550e5487ea0048ec49636b0,true
c24-10t,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-10t 0000.CSV,2e995a707ce37b2752e3ded37ac7d040dab35cc4ee20b953d389e7f9c1f5c3a8,358.96270902667271,PASS,,3549,358.96270902667271,0,2189,9cd06ad58dc11554fb05afc8a6df4aabab96f84731280659ba71031a826e0b86,true
c24-11,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-11 0000.CSV,cd42c529c5ac319ee203917c08d95627275c206d3dab71df5f50a799410434f1,325.32248490380391,PASS,,3329,325.32248490380391,0,2044,7a97f11db8107f1e6636c48f40b024a69d8e5ce6f4711929e572b82320dadc7d,true
c24-11t,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-11t 0000.CSV,ccf536c948c316ef064ad90b44dc9363f3ef0d53666d0c6fec6e913e87a6c893,566.05047526205249,PASS,,5605,566.05047526205249,0,3450,6e0ac3bc50cc102f746843fbb6f8338b2cd7fc801ba5054853e17c5a567cb894,true
c24-12,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-12 0000.CSV,203a3fdd5eb8df658e2cc5d1244de683a2b52ca2d2050419497a758c7966e22a,297.10635200230519,PASS,,3012,297.10635200230524,5.6843418860808015e-14,1827,a3b1231dc32e8b935bcc69f166a82c9b702a4adefb40109e9a12bb49ab673f8e,true
c24-12t,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-12t 0000.CSV,23990987c296e9fc2ad6739456e95ed1e0b3bd5d4c73eee4ef8b3878841faf81,431.89614697875788,PASS,,4532,431.89614697875794,5.6843418860808015e-14,2784,b499c668073574c52ec89b01b5a33b03791b51aa02fec90128237300608e01a0,true
c24-13,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-13 0000.CSV,acd051fd64cb611abe55579ffae0a6e510f5b6ec37f0f9f038e1eafef1d0d8ba,491.96468151445009,PASS,,5553,491.96468151445009,0,3376,be5b7fe7abc7de8d1d8e5c30e0f76926c9d46b2d1a1a95f1e2af2e440693a1fa,true
c24-14,xcmzfsbd9t,8scdmfdcfb/v3/4_Compression after impact testing raw data/c24-14 0000.CSV,1c0f00a72463296369461071c7e4541d67a1bc94667be55dc6e6d022d56c46bd,549.68596828302191,PASS,,5575,549.68596828302179,1.1368683772161603e-13,3519,14c69e83b84997da11f4868e9a06654b5a97fffe128917fe90d24f1783c09bdd,true
