outer_target,specimen_id,specimen_sha256,task,stop_authorized,threshold,stopped,budget,normalized_measurement_saving,task_loss,reference_task_loss,task_loss_ratio,premature_stop,false_continue,state_sha256
74t7kcdgkr,c8-42,cde3a94360edc7ddd8e4080a4fc648defd8e2975286bd61219847b2de7dd4069,CAI,false,,false,0.24785141224310364,0.0,0.18032682673426814,0.17688442927255876,1.019461280316568,false,,c29149a6c7a0734f4a491e30afe61023e45cdf9a5113ec669faed53b74c8b29f
74t7kcdgkr,c8-42,cde3a94360edc7ddd8e4080a4fc648defd8e2975286bd61219847b2de7dd4069,FIELD,false,,false,0.24785141224310364,0.0,0.000455483778990716,0.0004386361103375141,1.0384092149646282,false,,8427a6599b421a30b580f163d28cc7c67a72d92725904db84c3d19d4baa74589
74t7kcdgkr,c8-43,752f942f5b73d60d27a7919bf875c3e6685678505edde8eda22324657a6735f5,CAI,false,,false,0.24680953950983625,0.0,0.0640061281820421,0.05821481998372635,1.0994816818111723,false,,6181203145e0cd23a0b6a648a465a8c19fe966f20d6eb660736bc9bc0ac20ee5
74t7kcdgkr,c8-43,752f942f5b73d60d27a7919bf875c3e6685678505edde8eda22324657a6735f5,FIELD,false,,false,0.24680953950983625,0.0,0.0004724441808369431,0.0004794202753295561,0.9854488955690962,false,,449e15ac45e9bf2cca69d694e425a1bb6dfe0d379816f9ef7faa97006c9072d2
74t7kcdgkr,c8-5,a9639cb80d7ae3e6d90b1c4766d3530c56711e2cd3ad9b39796fbaeec546b7e8,CAI,false,,false,0.24688478941872607,0.0,0.0613933390036282,0.08994794846180743,0.6825429601620795,false,,ad4994aaba248ef6bc306c3809c25923c5b90cddb4f8efd1a22d03391a80286c
74t7kcdgkr,c8-5,a9639cb80d7ae3e6d90b1c4766d3530c56711e2cd3ad9b39796fbaeec546b7e8,FIELD,false,,false,0.24688478941872607,0.0,0.0015845395170732972,0.000809129878960313,1.9583253050911216,false,,9c983c98ca3e44b5d9ff23a6724390eac19b6a6cf41b8656752d32cf8d952c06
74t7kcdgkr,c8-6,718f1f2a03d9f9f62334927234bb91bcf9d7cfd8f101e768d97036d2fce00b21,CAI,false,,false,0.24699098977945133,0.0,0.07014825926484125,0.004954739894936444,14.157808634219146,false,,611d134fbd0e89d8b82b154bad6ea26746ee0a6a22c2e1232795f4a607288113
74t7kcdgkr,c8-6,718f1f2a03d9f9f62334927234bb91bcf9d7cfd8f101e768d97036d2fce00b21,FIELD,false,,false,0.24699098977945133,0.0,0.002319758879514004,0.0014494673828916573,1.6004215802953312,false,,e0d81da4836634e2f4f352090757d1840435fa48ee334bad1a6bdc6b87d02873
74t7kcdgkr,c8-6t,0ba37b6d42bc8b634118634538445cb681261829977176a78340e388337e052f,CAI,false,,false,0.2495219254863172,0.0,0.08063294215366201,0.10285853630112063,0.7839207619833058,false,,1580ebd01e2c93a0e512f0987327b8b3812d16f9d9605ab8ed1271b806250fde
74t7kcdgkr,c8-6t,0ba37b6d42bc8b634118634538445cb681261829977176a78340e388337e052f,FIELD,false,,false,0.2467523903725684,0.0,0.00044184427954468465,0.0004868625139696412,0.9075339893024426,false,,32b386ade8d4fb89f5a1f8e0a9f0caba711503603ca68df9b55df4892dbcad83
74t7kcdgkr,c8-7,77aa346387b14c567dd7c25150933a2d4bb940b7736e6cce692b069185570eb4,CAI,false,,false,0.24939088061260006,0.0,0.043034387370531446,0.026893307074784212,1.6001894914174197,false,,9ea5d33ee19b8f7c04811c462db359ea91f764d6047bd99fe6953c433dbf8f16
74t7kcdgkr,c8-7,77aa346387b14c567dd7c25150933a2d4bb940b7736e6cce692b069185570eb4,FIELD,false,,false,0.24911242603550296,0.0,0.0016915880033824577,0.001146238434359432,1.4757732358955409,false,,27a69115ef4297ee2827fc2559f2c34ca6e99f3ca5726b5276a00879df8de44a
74t7kcdgkr,c8-8,4ac249744149d8237f4921caf3f9c8f0a3beef2951ec5146ff9e3b416a8df6ca,CAI,false,,false,0.24794639749390882,0.0,0.0477298194811695,0.015370522890497784,3.1052827428972223,false,,754b1905b173d234b61388d187e7cc411171879401125aaa22d0427f364f5b98
74t7kcdgkr,c8-8,4ac249744149d8237f4921caf3f9c8f0a3beef2951ec5146ff9e3b416a8df6ca,FIELD,false,,false,0.24794639749390882,0.0,0.00121557917316423,0.0008789287759993423,1.3830235240416564,false,,73c33add8380527045577f791697be8745e82f63410dde46d72ab07172002a28
